episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
30,26259,30,-652.1423368999999,-652.1423368999999,0,0
31,27259,30,-650.3858462666667,-650.3858462666667,0,0
32,28259,30,-639.2068483666666,-639.2068483666666,0,0
33,29259,30,-620.6005118,-620.6005118,0,0
34,30259,30,-621.6185265666667,-620.6005118,1,0
35,31259,30,-627.3637204333334,-620.6005118,2,0
36,32259,30,-625.7458824999999,-620.6005118,3,0
37,33259,30,-626.1732433999999,-620.6005118,4,0
38,34259,30,-624.6749127666666,-620.6005118,5,0
39,35259,30,-636.1370371666667,-620.6005118,6,0
40,36259,30,-635.1904919000001,-620.6005118,7,0
41,37259,30,-632.7410336333335,-620.6005118,8,0
42,38259,30,-633.1657943666668,-620.6005118,9,0
43,39259,30,-633.9286987333332,-620.6005118,10,0
44,40259,30,-646.5682070999999,-620.6005118,11,0
45,41259,30,-645.6257589333333,-620.6005118,12,0
46,42259,30,-642.6833727999999,-620.6005118,13,0
