#{"t_start": 1780057945.118195, "env_id": "None"}
r,l,t
143.827818,575,4.369563
138.817281,633,8.206861
131.404892,590,11.994631
130.22864,613,15.875777
-362.603464,800,20.824569
-208.154498,800,25.161464
-387.381151,800,29.40453
161.413339,595,33.183156
129.131951,679,37.253094
58.518085,573,40.842692
160.194498,625,44.557539
187.178991,683,48.508303
149.189158,632,51.85484
-314.464032,800,56.277061
169.773426,581,60.74005
229.173929,443,65.364957
-242.794062,800,69.380899
-469.607854,800,74.052438
-172.778055,800,78.129455
161.066721,511,82.009738
153.984765,498,86.133847
152.221166,529,89.456929
151.17059,590,93.588043
-348.627319,800,97.494658
-261.763202,800,101.946609
163.385493,525,105.780843
223.565242,552,109.65917
201.573569,509,113.086767
157.358206,601,117.102711
123.160156,631,120.648477
59.895233,622,124.760966
160.409424,540,128.578427
155.309839,592,131.925412
-244.006504,800,136.230375
93.266177,527,140.463395
-375.313463,800,145.079942
198.061518,442,148.997759
146.300168,571,152.91955
181.875889,487,156.798039
156.278831,573,160.751159
87.449477,506,164.291064
313.938782,371,168.167782
93.310073,631,171.688641
168.630625,554,175.412334
153.317455,556,179.395585
222.712772,394,183.256551
221.149898,459,187.188862
198.625421,427,190.882898
150.994295,622,194.75018
171.56793,586,198.135779
112.018754,771,202.203697
-3.252712,547,206.161546
157.354548,595,209.843605
155.353375,574,213.654244
140.17331,516,217.499787
114.885895,628,221.464596
98.377281,635,224.885448
12.286976,643,229.069037
30.223027,574,232.950336
159.499669,553,236.806888
166.777656,505,240.253137
86.208148,657,244.678604
123.115809,575,248.429536
196.023423,455,252.433406
271.362427,378,256.372813
144.286219,551,260.326003
184.607429,531,264.130689
73.486945,539,267.734712
117.467544,591,271.710701
128.44681,638,275.649511
322.903387,561,279.197199
98.575081,564,283.51448
130.123553,543,287.630652
148.102341,522,290.994326
160.269214,476,295.081692
118.482053,514,298.635034
110.062818,623,302.912732
109.39498,559,306.713918
146.493214,552,310.572839
216.723063,385,314.161919
120.999153,570,318.249339
137.066682,638,321.685677
93.814856,649,325.543522
134.107867,634,329.584695
