#{"t_start": 1780062766.3699875, "env_id": "None"}
r,l,t
-695.53712,800,4.990438
-751.206871,800,9.553575
-756.336361,800,13.856052
-743.495774,800,18.305189
-693.187329,800,22.070325
-633.291224,800,26.718632
-516.030009,800,30.976976
-784.404429,800,35.53325
-569.962452,800,40.009884
-576.294567,800,44.281976
-319.470335,800,48.511369
-518.57355,800,52.61257
-705.881817,800,56.75914
-395.682714,800,61.148568
-638.864692,800,65.713789
-256.885981,800,69.563032
-445.165771,800,74.202898
-473.20968,800,78.521089
-194.258953,800,82.785849
-224.047208,800,87.353183
-307.108874,800,91.331014
-417.214261,800,95.778686
-202.726686,800,99.538083
-291.755081,800,104.129908
-322.265654,800,108.3936
-197.80913,800,112.713492
-218.298951,800,116.863757
-164.733747,800,121.03342
-539.190772,800,125.098531
-244.399375,800,129.285517
-478.864077,800,133.675544
-144.63633,800,137.909368
-336.74415,800,142.298411
-197.802142,800,146.701491
-66.0168,800,150.469646
-332.604484,800,154.964236
-60.515068,800,159.182114
-601.938865,800,163.896558
-314.422511,800,167.628448
-520.038682,800,172.124964
-250.468902,800,176.78554
-162.514903,800,180.57964
-273.486196,800,185.000017
206.63897,740,189.2465
-381.820946,800,193.67535
-166.769328,800,197.816068
-257.583379,800,202.37497
-428.882297,800,206.598243
-572.702613,800,211.066329
-295.151268,800,215.535235
249.495436,749,219.289396
-284.825307,800,223.897269
-52.243459,800,227.829699
-221.684943,800,232.267024
-119.224489,800,236.370289
-279.253132,800,240.869932
-129.271457,800,244.671889
-566.782295,800,249.324141
-568.5885,800,253.674145
186.20104,609,257.39836
-230.118611,800,261.5024
-242.680641,800,266.032628
-304.314705,800,269.784505
141.524959,606,273.995103
-300.187237,800,277.941407
-146.246129,800,282.573659
-319.859979,800,286.347105
-582.85625,800,290.950428
-326.864645,800,294.837827
-529.423489,800,299.444014
-60.975977,800,303.112044
-328.254269,800,307.528277
-399.646809,800,311.967646
263.296822,739,316.06185
-200.926924,800,320.170443
274.40163,711,324.306038
-50.431936,800,328.801449
-237.185696,800,332.887631
-287.985143,800,337.464367
304.01017,697,341.504905
-226.636947,800,345.544764
-15.962185,800,349.776195
-181.297228,800,353.85228
-147.001719,800,357.97389
-389.556437,800,362.188236
-66.036502,800,366.519516
-833.855062,800,371.160969
-289.609548,800,375.241586
