episode,timesteps,reward,status,recent_average_reward,recent_success_rate,distance_to_target,targets_reached,saved
1,300,-482.777167,timeout,-482.777167,0.0,2.4766082763671875,0,best_average_model
2,600,-467.441578,timeout,-475.1093725,0.0,2.613769054412842,0,best_average_model
3,900,-404.901705,timeout,-451.7068166666666,0.0,1.4669989347457886,0,best_average_model
4,902,80.166792,success,-318.7384145,0.25,0.08843263983726501,0,best_average_model
5,909,77.812084,success,-239.4283148,0.4,0.09487120062112808,0,best_average_model
6,958,42.778084,success,-192.393915,0.5,0.19987809658050537,0,best_average_model
7,962,80.025778,success,-153.476816,0.5714285714285714,0.10000850260257721,0,best_average_model
60,9862,70.510859,success,-104.94024319999998,0.7,0.1988259106874466,0,best_average_model
64,10219,71.220187,success,-77.14392785,0.75,0.17394261062145233,0,best_average_model
65,10220,80.695406,success,-76.78707505000001,0.75,0.05325156822800636,0,best_average_model
67,10533,74.893762,success,-74.3686008,0.75,0.10166505724191666,0,best_average_model
74,10943,68.195002,success,-74.18445770000002,0.75,0.13387946784496307,0,best_average_model
75,10990,55.63247,success,-44.24536035,0.8,0.12244623899459839,0,best_average_model
