#{"t_start": 1780148584.9868147, "env_id": "None"}
r,l,t
-933.510181,998,55.65908
-442.300895,111,64.323053
-426.856748,103,71.821915
-422.318743,112,80.128621
-458.954606,120,88.818794
-403.78192,107,96.66679
-418.107053,113,105.168244
-435.372215,113,113.201604
-463.241581,118,121.699852
-411.503702,111,129.606169
-260.970639,44,134.692352
-433.500652,115,143.134318
-425.872196,113,151.092642
-421.942474,114,159.36737
-421.34859,114,167.82346
-402.129856,108,175.883655
-448.842768,118,184.558309
-403.375301,111,192.437527
-470.182251,119,201.296201
-421.172588,111,209.877679
-425.081649,114,218.152694
-428.897954,116,226.701053
-408.079252,113,234.810332
-466.272922,120,243.611839
-448.143591,113,252.17897
-476.163661,123,261.058356
-485.372842,172,272.235086
-462.350367,121,281.067702
-408.321392,108,289.170917
-445.303856,117,297.766052
-405.260319,112,306.164666
-447.733525,119,315.027031
-405.873958,110,323.297243
-428.905193,118,331.862422
-409.288651,113,339.843775
-493.553866,173,351.626684
-396.359746,101,359.720664
-416.790237,115,368.301993
-411.603913,114,376.502211
-426.108668,114,384.982687
-1080.210534,1200,451.007489
-421.565811,110,458.822566
-414.057733,108,466.967957
-434.290796,105,474.892541
-428.670099,107,483.059513
-396.506037,103,491.204468
-424.25782,112,499.603654
-411.135322,105,507.143854
-468.03808,123,515.931102
-415.640658,104,523.997847
-478.881356,122,533.110822
-474.622211,125,541.81447
-408.616546,104,549.7756
-451.490735,120,558.469659
-401.122727,107,566.604407
-430.857281,108,574.760777
-404.830605,113,582.653949
-417.601411,109,590.918669
-434.03319,117,599.19049
-414.390448,112,607.714471
-415.209118,105,615.264693
-446.033377,118,623.871996
-503.160901,126,632.898508
-409.459517,101,640.974658
-424.722102,114,648.9652
-408.939688,110,657.211622
-452.722671,122,666.107038
-430.379595,114,674.752165
-404.756187,106,683.491456
-415.171322,116,691.798927
-523.941095,135,701.448211
-517.085467,131,710.480802
-387.028134,103,718.645919
-473.936159,125,727.672468
-406.862004,105,735.915434
-422.31188,109,744.214074
-414.987892,114,752.498619
-379.368537,98,760.682961
-410.165147,114,768.988763
-424.992368,108,777.184642
