#{"t_start": 1780061184.218102, "env_id": "None"}
r,l,t
-423.872384,800,4.728194
-775.32167,800,8.966479
-665.866203,800,12.547071
-554.652463,800,16.939285
-453.446023,800,20.610784
-323.982736,800,25.026162
-432.464293,800,28.772564
-421.80302,800,33.05282
-441.548913,800,36.867408
-380.844464,800,40.835468
-292.455092,800,45.213184
-278.007503,800,49.507347
-178.464601,800,54.561255
-323.140196,800,58.572924
-365.188974,800,62.942323
-345.051227,800,67.169732
-245.496986,800,71.08243
-305.783484,800,75.612446
-168.33455,800,79.297089
-88.61815,800,83.81669
-156.932821,800,87.635956
-191.837842,800,91.816003
-222.038637,800,95.808677
-284.55377,800,100.115036
-109.427028,800,104.145004
-148.508352,800,108.201286
-205.709892,800,112.092743
-134.893552,800,116.175605
-349.97497,800,120.148795
-103.620752,800,124.23167
-222.973254,800,128.114555
-302.820259,800,132.052549
210.964756,732,136.415463
-401.918248,800,141.103914
-483.199727,800,146.289789
-170.337881,800,151.204853
235.563511,614,155.161318
-299.455509,800,160.043976
-451.358157,800,164.818405
-480.912172,800,170.364942
-470.469196,800,174.719428
-95.3322,800,179.671324
212.772103,600,184.060242
-543.993381,800,188.362204
-871.811593,800,193.410618
-768.376242,800,198.26931
-322.011701,800,202.869254
-501.241443,800,208.284003
-439.040217,800,212.538976
-102.571577,800,217.683911
-426.324229,800,222.194357
-364.158258,800,227.257201
-332.791807,800,231.990701
-917.596331,800,237.21264
-703.633897,800,242.615665
-386.772069,800,247.154821
-398.426167,800,252.075516
-496.89661,800,256.887561
-57.286289,800,262.021003
-454.495707,800,266.363287
-441.04529,800,271.45665
-222.16539,800,276.15463
-580.563171,800,281.022804
-815.471793,800,286.30198
-268.821128,800,291.053917
245.999682,528,295.34162
-418.286615,800,300.327535
-464.27281,800,304.742783
-511.74614,800,310.055696
-158.85115,800,314.298688
-362.214129,800,319.366707
-334.863074,800,324.624087
166.11116,547,328.779289
-450.874566,800,333.600822
-637.653111,800,338.091188
-442.899532,800,342.978664
-103.451251,800,348.443696
-525.211205,800,352.987722
-1088.528668,800,357.85271
-694.858799,800,362.638023
-344.129462,800,367.500721
-539.9672,800,372.135303
-450.014156,800,376.77846
-288.328381,800,381.613983
133.01693,577,385.856654
-215.723014,800,390.738759
-501.544108,800,395.649052
-512.065077,800,400.551778
-288.007556,800,405.178987
