episode,reward,moving_average_reward,moving_average_window
1,-118.687639,-118.687639,18
2,-47.183696,-82.9356675,18
3,-182.330855,-116.06739666666665,18
4,-189.607899,-134.45252225,18
5,-262.30533,-160.0230838,18
6,-48.396848,-141.41871116666667,18
7,62.869267,-112.23471428571428,18
8,70.025711,-89.45216112499999,18
9,60.389141,-72.80312755555555,18
10,-117.460155,-77.26883029999999,18
11,-112.684634,-80.48844881818181,18
12,63.309865,-68.50525599999999,18
13,-318.068709,-87.7024446923077,18
14,-263.028101,-100.22570585714286,18
15,-151.025737,-103.6123746,18
16,-89.306998,-102.71828856249999,18
17,-129.802959,-104.31150447058823,18
18,-272.11299,-113.63380922222223,18
19,58.800698,-103.77334605555555,18
20,-283.440171,-116.89870577777778,18
21,-24.229943,-108.11532177777778,18
22,-174.651448,-107.28440783333333,18
23,67.32127,-88.97181894444445,18
24,-73.692872,-90.37715361111113,18
25,-162.898148,-102.9197877777778,18
26,-63.212045,-110.32188533333336,18
27,-53.568969,-116.65289144444445,18
28,63.005541,-106.62701944444444,18
29,-36.406494,-102.389345,18
30,58.365874,-102.66401116666667,18
31,-47.891825,-87.65418427777779,18
32,-189.083321,-83.54614094444443,18
33,-45.744566,-77.69718699999999,18
34,-642.620552,-108.4368288888889,18
35,-38.745247,-103.37806711111111,18
36,49.852138,-85.49111555555555,18
37,-28.918178,-90.36438644444443,18
38,-77.621696,-78.93002672222221,18
39,-234.03951,-90.58611377777777,18
40,64.272868,-77.31254066666666,18
41,-98.111725,-86.5032626111111,18
42,14.073909,-81.62733033333333,18
43,-67.433549,-76.32374150000001,18
44,52.892149,-69.87350850000001,18
45,-57.724404,-70.104366,18
46,10.867238,-73.00093838888888,18
47,53.871109,-67.98551600000002,18
48,-35.114186,-73.17885266666667,18
49,-64.762094,-74.11608983333333,18
50,55.084709,-60.55119927777778,18
51,40.525543,-55.758415444444445,18
52,-222.142504,-32.39852388888889,18
53,-38.948518,-32.40981672222223,18
54,68.578815,-31.369445777777784,18
55,-66.405324,-33.452065000000005,18
56,62.53047,-25.665833555555565,18
57,-627.198939,-47.50802405555555,18
58,43.428413,-48.66604933333333,18
59,-20.74253,-44.36776072222222,18
60,-34.526521,-47.06778461111111,18
61,-60.274351,-46.670051388888886,18
62,48.969541,-46.88797405555555,18
63,-73.603925,-47.77016966666667,18
64,-15.013529,-49.20799005555555,18
65,-47.710306,-54.85140199999999,18
66,-568.647038,-84.492116,18
67,16.538058,-79.97544088888887,18
68,-612.731266,-117.07632838888887,18
69,-682.999272,-157.2721514444444,18
70,44.563728,-142.45513855555555,18
71,-11.259448,-140.91685688888887,18
72,-146.448894,-152.8628407222222,18
73,64.757281,-145.57602933333328,18
74,66.766786,-145.34067844444442,18
75,-157.358207,-119.23841555555555,18
76,80.349873,-117.18722333333332,18
77,-21.891148,-117.25103544444444,18
78,41.611455,-113.0211478888889,18
79,-40.499818,-111.92256272222222,18
80,-621.502574,-149.17101355555553,18
81,40.399783,-142.83747422222223,18
82,-0.49782,-142.03104594444446,18
83,59.265581,-136.08794111111112,18
84,-619.57757,-138.91741511111113,18
85,-62.586942,-143.31324844444444,18
86,27.045643,-107.77008683333332,18
87,-642.597744,-105.5255575,18
88,-609.017173,-141.83560755555558,18
89,27.63588,-139.67475600000003,18
90,-13.706813,-132.30019594444445,18
91,-46.836497,-138.4998502777778,18
92,43.929857,-139.76856855555553,18
93,-22.388818,-132.27026916666668,18
94,-32.026772,-138.51341611111107,18
