episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
30,7358,30,-89.00050910000002,-89.00050910000002,0,0
31,7565,30,-86.64064863333333,-86.64064863333333,0,0
32,7895,30,-91.37063613333333,-86.64064863333333,1,0
33,8059,30,-86.81775983333335,-86.64064863333333,2,0
34,8859,30,-101.9181816,-86.64064863333333,3,0
35,9020,30,-94.46617883333332,-86.64064863333333,4,0
36,9076,30,-91.19121263333332,-86.64064863333333,5,0
37,9210,30,-94.25079413333332,-86.64064863333333,6,0
38,9453,30,-99.17237436666666,-86.64064863333333,7,0
39,9900,30,-108.98666273333332,-86.64064863333333,8,0
40,9953,30,-102.92889529999998,-86.64064863333333,9,0
41,10210,30,-102.44313166666666,-86.64064863333333,10,0
42,10309,30,-104.08433019999998,-86.64064863333333,11,0
43,10513,30,-95.72982486666666,-86.64064863333333,12,0
44,10566,30,-85.19914986666666,-85.19914986666666,0,0
45,10743,30,-82.08910543333333,-82.08910543333333,0,0
46,10843,30,-78.74996423333333,-78.74996423333333,0,0
47,10904,30,-72.62749529999999,-72.62749529999999,0,0
48,11072,30,-64.72753516666667,-64.72753516666667,0,0
49,11252,30,-68.8462949,-64.72753516666667,1,0
50,11302,30,-57.56213223333334,-57.56213223333334,0,0
51,11358,30,-55.403616033333336,-55.403616033333336,0,0
52,11752,30,-56.98665123333333,-55.403616033333336,1,0
53,11895,30,-60.528977499999996,-55.403616033333336,2,0
54,11918,30,-55.78658793333333,-55.403616033333336,3,0
55,12113,30,-52.57016046666667,-52.57016046666667,0,0
56,12164,30,-48.378743300000004,-48.378743300000004,0,0
57,12964,30,-67.4997423,-48.378743300000004,1,0
58,13017,30,-68.15231323333333,-48.378743300000004,2,0
59,13180,30,-67.6301811,-48.378743300000004,3,0
60,13333,30,-70.72659426666665,-48.378743300000004,4,0
61,13511,30,-71.13934513333334,-48.378743300000004,5,0
62,13567,30,-63.20424973333333,-48.378743300000004,6,0
63,13772,30,-64.13289503333334,-48.378743300000004,7,0
64,13888,30,-43.212660933333346,-43.212660933333346,0,0
65,14054,30,-43.51149623333333,-43.212660933333346,1,0
66,14854,30,-64.12813543333333,-43.212660933333346,2,0
67,14931,30,-62.61292756666667,-43.212660933333346,3,0
68,15731,30,-80.44991323333333,-43.212660933333346,4,0
69,16531,30,-95.41523863333332,-43.212660933333346,5,0
70,16602,30,-96.07220996666665,-43.212660933333346,6,0
71,16723,30,-93.17713406666665,-43.212660933333346,7,0
72,17023,30,-98.52789416666664,-43.212660933333346,8,0
73,17059,30,-94.12153316666667,-43.212660933333346,9,0
74,17100,30,-93.65904526666664,-43.212660933333346,10,0
75,17393,30,-96.98017203333332,-43.212660933333346,11,0
76,17394,30,-94.66408419999998,-43.212660933333346,12,0
77,17528,30,-97.18949276666665,-43.212660933333346,13,0
78,17592,30,-94.63197139999997,-43.212660933333346,14,0
79,17742,30,-93.82322886666664,-43.212660933333346,15,0
80,18542,30,-116.37613829999997,-43.212660933333346,16,0
81,18604,30,-116.38033029999997,-43.212660933333346,17,0
82,18727,30,-108.99217416666666,-43.212660933333346,18,0
83,18774,30,-105.71837086666665,-43.212660933333346,19,0
84,19574,30,-128.65691703333331,-43.212660933333346,20,0
85,19747,30,-128.5296376333333,-43.212660933333346,21,0
86,19839,30,-129.71246519999997,-43.212660933333346,22,0
87,20639,30,-130.2257587,-43.212660933333346,23,0
88,21439,30,-151.9739449,-43.212660933333346,24,0
89,21523,30,-150.36133123333332,-43.212660933333346,25,0
90,21654,30,-149.6673409666667,-43.212660933333346,26,0
91,21806,30,-149.2194125,-43.212660933333346,27,0
92,21871,30,-149.3874019666667,-43.212660933333346,28,0
93,21986,30,-147.68023173333333,-43.212660933333346,29,0
94,22134,30,-148.24733983333334,-43.212660933333346,30,1
