#{"t_start": 1780721261.7244022, "env_id": "None"}
r,l,t
-118.687639,293,19.260464
-47.183696,216,33.025787
-182.330855,337,53.567712
-189.607899,357,74.912181
-262.30533,464,101.529712
-48.396848,202,114.599168
62.869267,48,119.631508
70.025711,19,123.17437
60.389141,60,128.390224
-117.460155,285,146.169507
-112.684634,272,162.853601
63.309865,34,168.020349
-318.068709,565,200.919865
-263.028101,472,228.345523
-151.025737,358,249.138557
-89.306998,256,265.352142
-129.802959,312,283.570754
-272.11299,530,314.014484
58.800698,41,318.848086
-283.440171,538,349.573996
-24.229943,173,361.03285
-174.651448,343,381.746824
67.32127,45,386.135392
-73.692872,190,398.554286
-162.898148,303,417.076801
-63.212045,223,431.238755
-53.568969,164,442.216789
63.005541,50,447.351142
-36.406494,157,458.348061
58.365874,51,463.130829
-47.891825,207,476.359269
-189.083321,330,496.520449
-45.744566,164,507.240194
-642.620552,800,553.046023
-38.745247,161,564.009497
49.852138,56,569.20763
-28.918178,134,578.784825
-77.621696,243,594.320081
-234.03951,447,621.178356
64.272868,53,626.001899
-98.111725,257,642.053809
14.073909,99,650.178059
-67.433549,204,663.28101
52.892149,53,668.59093
-57.724404,177,680.192184
10.867238,100,688.441563
53.871109,61,694.231811
-35.114186,168,705.138026
-64.762094,180,717.052345
55.084709,50,722.520098
40.525543,56,727.654107
-222.142504,394,750.946725
-38.948518,143,761.571866
68.578815,23,765.21529
-66.405324,195,777.978131
62.53047,51,782.84104
-627.198939,800,828.596054
43.428413,53,833.795893
-20.74253,163,844.453204
-34.526521,153,855.432916
-60.274351,178,867.237247
48.969541,56,872.68668
-73.603925,205,885.583148
-15.013529,116,894.69943
-47.710306,166,905.499057
-568.647038,800,951.250598
16.538058,77,957.495003
-612.731266,800,1002.504881
-682.999272,800,1047.914759
44.563728,71,1054.189718
-11.259448,121,1062.62767
-146.448894,300,1080.967334
64.757281,36,1085.357433
66.766786,41,1089.448681
-157.358207,293,1107.172799
80.349873,1,1109.719254
-21.891148,134,1119.011262
41.611455,64,1124.944289
-40.499818,150,1134.860057
-621.502574,800,1179.642047
40.399783,62,1185.345387
-0.49782,123,1193.758923
59.265581,47,1198.681623
-619.57757,800,1243.37376
-62.586942,173,1254.491227
27.045643,92,1261.720562
-642.597744,800,1306.704664
-609.017173,800,1351.162284
27.63588,84,1358.165532
-13.706813,131,1367.388463
-46.836497,152,1377.700989
43.929857,65,1383.472457
-22.388818,115,1391.488817
-32.026772,148,1401.890812
