#{"t_start": 1780683388.8578942, "env_id": "None"}
r,l,t
-501.623311,800,45.824179
-459.059901,800,90.610137
-521.958119,800,134.874551
-458.461775,800,179.656796
-481.876693,800,223.762612
-460.290426,800,268.810648
-482.697535,800,313.376433
-484.495401,800,358.195047
-465.701027,800,402.551232
6.807055,175,414.238642
-489.294401,800,458.626666
-455.973584,800,503.522915
-502.345979,800,548.332878
-472.206334,800,592.915628
-445.433314,800,637.472862
-438.42768,800,682.137165
-460.200781,800,726.528018
-473.719125,800,771.197799
-451.050421,800,815.534464
67.550111,44,820.272337
-445.512148,800,865.069167
-462.93197,800,909.284621
-479.758431,800,954.196794
-485.781485,800,998.488488
-472.010311,800,1043.377933
-516.976264,800,1087.818676
-512.979864,800,1132.817176
-485.570552,800,1177.340736
