#{"t_start": 1780040187.3102565, "env_id": "None"}
r,l,t
-360.737235,800,5.532159
-347.085865,800,10.315727
-429.84229,800,14.413318
-365.899609,800,18.912319
-311.023859,800,23.117284
-362.874256,800,27.166372
48.578829,779,31.351774
-643.567849,800,35.629891
26.079131,799,40.103474
114.725205,701,44.084724
157.198759,608,48.303352
-398.22532,800,53.541469
93.123237,633,57.145428
-559.316396,800,61.649916
-389.655966,800,66.111516
-419.570677,800,70.862679
-480.373522,800,74.896329
172.207461,473,78.713997
117.843048,480,82.738862
91.633117,701,87.007921
-567.557299,770,91.754373
-639.683614,800,96.480268
-424.003828,800,100.788357
182.188685,582,104.705985
136.997637,550,108.72044
-561.367155,800,113.899613
181.754658,529,118.032026
-442.791947,800,122.444497
158.743356,588,126.612775
-304.586748,800,130.847611
-315.173405,800,135.371491
153.887091,618,139.734837
-252.462274,800,143.541533
-369.83977,800,148.127449
-182.392777,800,152.761876
187.163018,594,156.691759
203.556429,593,160.562601
-261.648187,800,164.856422
-245.727711,800,169.121267
220.282688,527,172.924051
-181.92296,800,177.658166
207.865124,555,181.488022
204.104118,639,185.374242
-237.464648,800,189.791617
64.683069,535,193.175947
-659.349814,800,197.85989
222.122276,639,201.858831
211.352522,677,205.739488
200.854544,550,209.535434
198.492112,615,213.423924
229.001755,620,217.322877
217.793397,557,221.412571
241.98545,573,225.393165
-372.997914,800,229.764403
207.852267,569,234.078642
-286.574441,800,238.512493
-304.832792,800,242.81585
-248.846979,800,247.058367
137.628591,674,251.060088
198.480075,585,254.896537
232.616253,532,258.564008
-398.326102,800,263.132263
180.264101,649,267.454101
-246.991544,800,272.133793
189.111316,622,275.897516
-196.179519,800,280.048984
75.318336,590,283.633713
182.991552,701,287.557861
183.196992,633,291.30815
-233.352867,800,295.628587
-225.5742,800,299.671231
-143.014021,800,303.729456
214.996587,669,307.59242
-161.209773,800,311.381953
-189.683151,800,315.375907
-187.431628,800,319.69697
-115.104626,800,323.708899
-192.698021,800,327.990822
-182.908117,800,331.994819
-337.416634,800,335.850283
-238.670649,800,340.056658
-175.523284,800,344.01862
-136.088275,800,348.419588
-235.65226,800,352.101527
-180.547855,800,356.404193
-135.397571,800,360.371619
167.819632,656,364.421452
-150.394805,800,368.456859
353.969429,636,372.183923
-158.903734,800,376.274867
-138.42868,800,380.202023
225.742418,559,383.916053
208.786075,738,387.91098
-198.742476,800,392.173404
-149.63475,800,396.293877
-184.860679,800,400.601273
-146.871253,800,404.216101
