#{"t_start": 1780055164.453672, "env_id": "None"}
r,l,t
205.421656,505,5.131334
328.003013,392,9.066857
268.510323,415,13.014276
196.742221,485,17.195657
271.728839,440,20.998605
196.991733,528,25.060858
215.4134,484,29.048473
-369.334928,800,33.891412
-584.182893,800,39.069136
-324.772231,800,43.997389
-323.379497,800,48.719343
218.403627,439,52.725817
-414.881439,800,57.427993
-397.276792,800,62.242915
-423.999718,800,68.412556
68.66129,664,73.734939
-317.387361,800,78.382507
248.009409,521,82.765996
-258.42456,800,87.437011
210.231984,510,91.414509
-449.55221,800,96.424196
-375.626225,800,101.220372
-418.177229,800,105.929635
-388.520281,800,110.732338
-204.601244,800,115.999146
-450.910336,800,120.347783
-317.416906,800,125.33742
-370.38588,800,130.28298
-388.282066,800,135.104156
-313.329358,800,139.78159
-337.219463,800,144.896215
-370.408478,800,149.85584
-261.276679,800,154.451289
-260.564873,800,159.306752
245.688401,432,162.785901
218.681426,442,167.199651
-257.274082,800,171.707153
273.046334,436,175.58781
186.363755,569,179.728686
283.50116,424,183.41862
259.502788,474,187.535765
-204.395446,800,191.7672
-156.341867,800,196.812118
-172.897121,800,201.324249
204.810483,633,205.721591
241.970104,484,209.716807
257.37713,449,213.250508
245.956482,469,217.154126
235.269075,466,220.729489
231.218103,509,224.574572
225.003838,566,228.63355
222.556332,466,231.989935
223.21444,504,236.022953
224.739688,515,239.660614
228.56595,510,243.831398
218.836785,513,247.868879
221.907399,510,251.718365
228.423361,549,255.725603
202.62506,652,259.738596
-358.365017,800,264.468059
-386.605663,800,269.536897
194.554482,479,273.639387
-332.063818,800,278.889131
-319.273844,800,283.927838
-330.005732,800,288.99528
233.382048,464,292.945827
216.845941,517,296.731571
213.338145,522,300.753746
219.449612,501,304.673963
222.70643,490,308.548765
142.610006,506,312.875459
228.639591,460,316.51153
-238.002254,800,321.696038
265.981377,427,325.64842
-244.476269,800,330.202913
333.773365,394,334.102231
186.938443,457,337.743913
232.224172,439,341.549821
220.026686,490,345.780142
250.961307,457,349.288555
