episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
40,8454,40,-496.05388170000003,-496.05388170000003,0,0
41,8596,40,-495.00722855000004,-495.00722855000004,0,0
42,8737,40,-495.25537332500005,-495.00722855000004,1,0
43,8880,40,-495.87106622500005,-495.00722855000004,2,0
44,9023,40,-487.8878850250001,-487.8878850250001,0,0
45,9167,40,-488.9426605750001,-487.8878850250001,1,0
46,9306,40,-487.6277360000002,-487.8878850250001,2,0
47,9449,40,-488.8996703000001,-487.8878850250001,3,0
48,9594,40,-489.203258,-487.8878850250001,4,0
49,9749,40,-490.0460483499999,-487.8878850250001,5,0
50,9892,40,-488.37199334999997,-487.8878850250001,6,0
51,10037,40,-488.59956437499994,-487.8878850250001,7,0
52,10179,40,-488.14381817499986,-487.8878850250001,8,0
53,10319,40,-486.65495459999994,-486.65495459999994,0,0
54,10470,40,-487.13391944999995,-486.65495459999994,1,0
55,10616,40,-487.01913535000006,-486.65495459999994,2,0
56,10731,40,-484.302772975,-484.302772975,0,0
57,10868,40,-484.46421745,-484.302772975,1,0
58,11011,40,-484.51351055000003,-484.302772975,2,0
59,11152,40,-485.034313025,-484.302772975,3,0
60,11380,40,-487.72774357500003,-484.302772975,4,0
61,11522,40,-486.6982378750001,-484.302772975,5,0
62,11667,40,-487.8514396500001,-484.302772975,6,0
63,11794,40,-488.19350900000006,-484.302772975,7,0
64,11938,40,-486.87053857500007,-484.302772975,8,0
65,12052,40,-484.755306225,-484.302772975,9,0
66,12165,40,-483.25155262499993,-483.25155262499993,0,0
67,12309,40,-481.9720141749999,-481.9720141749999,0,0
68,12452,40,-481.5364043499999,-481.9720141749999,1,0
69,12596,40,-473.99526559999975,-473.99526559999975,0,0
70,12740,40,-474.1661769999999,-473.99526559999975,1,0
71,12879,40,-474.8060551749998,-473.99526559999975,2,0
72,12991,40,-473.33956007499984,-473.33956007499984,0,0
73,13133,40,-473.1199908999999,-473.33956007499984,1,0
74,13337,40,-469.22018972499984,-469.22018972499984,0,0
75,13454,40,-467.9978665749998,-467.9978665749998,0,0
76,13569,40,-466.00175769999987,-466.00175769999987,0,0
77,13682,40,-464.79935074999986,-464.79935074999986,0,0
