episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
30,6099,30,-79.21720363333334,-79.21720363333334,0,0
31,6136,30,-71.50905276666666,-71.50905276666666,0,0
32,6176,30,-62.89571633333334,-62.89571633333334,0,0
33,6476,30,-70.60701936666665,-62.89571633333334,1,0
34,6776,30,-79.09928419999997,-62.89571633333334,2,0
35,6814,30,-71.1375692,-62.89571633333334,3,0
36,7114,30,-71.69670426666667,-62.89571633333334,4,0
37,7207,30,-63.75341533333333,-62.89571633333334,5,0
38,7252,30,-63.9504592,-62.89571633333334,6,0
39,7552,30,-64.6518361,-62.89571633333334,7,0
40,7666,30,-57.474693433333336,-57.474693433333336,0,0
41,7736,30,-50.22416973333334,-50.22416973333334,0,0
42,7792,30,-42.53826423333335,-42.53826423333335,0,0
43,7856,30,-35.01940573333335,-35.01940573333335,0,0
44,7868,30,-26.768726100000013,-26.768726100000013,0,0
45,7905,30,-26.69424930000001,-26.768726100000013,1,0
46,8205,30,-34.45614296666668,-26.768726100000013,2,0
47,8258,30,-26.82373850000001,-26.768726100000013,3,0
48,8558,30,-26.637679633333335,-26.768726100000013,4,0
49,8695,30,-19.789886633333328,-19.789886633333328,0,0
50,8995,30,-19.405312433333332,-19.789886633333328,1,0
51,9295,30,-26.94325926666667,-19.789886633333328,2,0
52,9340,30,-18.848765066666665,-19.789886633333328,3,0
53,9412,30,-11.419210600000001,-11.419210600000001,0,0
54,9512,30,-12.595768466666671,-11.419210600000001,1,0
55,9812,30,-20.096259266666664,-11.419210600000001,2,0
56,9831,30,-19.791554833333333,-11.419210600000001,3,0
57,10131,30,-19.410358133333336,-11.419210600000001,4,0
58,10378,30,-22.859724033333336,-11.419210600000001,5,0
59,10557,30,-17.4265584,-11.419210600000001,6,0
60,10572,30,-16.767640866666667,-11.419210600000001,7,0
61,10643,30,-17.061102799999997,-11.419210600000001,8,0
62,10712,30,-17.332770766666663,-11.419210600000001,9,0
63,11012,30,-16.7946645,-11.419210600000001,10,0
64,11058,30,-8.5204163,-8.5204163,0,0
65,11239,30,-10.738800500000002,-8.5204163,1,0
66,11279,30,-2.9043188333333356,-2.9043188333333356,0,0
67,11350,30,-2.3692026999999984,-2.9043188333333356,1,0
68,11650,30,-10.1408113,-2.9043188333333356,2,0
