#{"t_start": 1780060263.7950065, "env_id": "None"}
r,l,t
-529.634453,800,6.56534
-931.54611,800,12.190908
-664.461202,800,17.221649
-277.487573,800,22.67872
-677.181199,800,27.719609
-643.800452,800,32.574789
-118.647113,686,37.825953
-52.305881,662,43.314095
5.797917,749,47.885249
127.846777,462,52.203311
231.449148,374,57.543226
-15.988818,689,62.676821
-483.604583,800,67.745096
38.100983,599,71.56862
93.191733,554,75.617002
62.781645,577,79.749356
117.651597,535,83.96469
108.373703,555,88.23279
55.536636,616,92.068254
-87.825484,713,96.949672
121.269409,454,101.141141
116.965873,512,104.740749
121.55357,517,108.872113
-12.200479,736,113.5723
139.980014,522,117.266777
168.149887,570,121.4569
104.131709,441,125.558574
165.799757,480,129.679645
159.477445,528,133.625077
152.207923,518,137.699774
-566.555309,800,142.609266
82.344109,522,146.594472
101.306517,515,150.611275
-339.730378,800,155.714187
55.782947,548,159.860146
67.198286,698,164.598978
119.282433,527,168.750717
110.71173,500,172.800972
54.136037,690,177.402934
157.518736,581,181.658524
186.748956,501,185.225448
179.77747,592,189.661814
149.920054,493,193.334005
-363.65406,800,198.573619
169.226514,494,202.242473
102.666039,593,206.565218
151.462912,493,210.65159
189.889049,524,214.160269
104.514205,601,218.577204
196.324568,474,222.610897
203.731012,433,226.425626
192.241552,430,229.993296
166.399342,487,234.057182
94.847644,625,238.752248
122.370699,591,242.567041
200.031777,455,246.539992
123.637665,591,250.759034
172.235425,519,254.726029
-273.943263,800,259.721727
243.498105,438,263.288178
-392.490118,800,268.083717
-229.649215,800,272.747051
-370.836058,800,277.910904
162.653512,437,281.570677
159.627109,456,285.609177
192.111752,480,289.78292
210.460607,461,293.164622
186.468663,452,297.358684
129.266912,669,301.759112
208.307207,455,305.619008
159.098337,553,309.574622
161.341678,502,313.801354
155.481619,539,317.624074
180.704203,447,321.646974
206.963458,439,325.891482
170.89682,514,329.609507
166.322502,493,333.69761
160.256283,509,337.594666
173.735464,527,341.626422
131.472282,656,345.498332
224.453565,483,349.362122
209.224157,462,353.125293
86.331402,680,357.460674
-531.167427,800,362.632606
166.307912,494,366.679316
157.587115,505,370.827242
-350.132813,800,375.936334
-221.939619,800,380.542346
169.613639,453,384.760214
161.206405,516,388.36955
137.55745,639,392.577695
212.163969,428,396.406916
164.209599,463,400.446725
122.188969,510,405.241813
150.587122,515,409.063328
144.811175,513,412.977681
333.536781,654,417.478297
197.88352,456,421.577631
108.990042,601,425.34476
-384.728385,800,430.316112
-689.685606,800,434.778947
-185.282046,800,440.014085
172.719693,508,443.610416
183.759883,497,447.614861
112.727189,710,451.756292
212.619058,487,455.816003
-465.941903,800,460.268795
-350.713614,800,465.465822
142.607785,590,469.305132
-226.609062,800,474.439672
-279.79981,800,478.740638
-496.191694,800,483.868759
176.599533,453,487.798549
-286.788194,800,492.854473
-477.566353,800,497.294123
-435.467803,800,502.080891
