#{"t_start": 1780070591.6849418, "env_id": "None"}
r,l,t
-701.696344,800,4.777502
-850.526032,800,9.284541
-862.279331,800,13.530797
-927.190829,800,17.5997
-887.943494,800,21.772599
-563.316302,800,25.861217
-926.853524,800,30.120633
-1092.064402,800,34.157497
-425.267863,800,38.694008
-771.443413,800,42.533651
-851.610356,800,46.85097
-690.124931,800,51.055669
-1032.760428,800,55.597026
-785.752464,800,59.328228
-953.052805,800,63.78774
-792.400735,800,67.994384
-482.143687,800,72.427398
-517.003396,800,76.948626
-434.116246,800,81.183673
-609.341897,800,85.21497
-514.926574,800,89.455294
62.753004,753,93.814894
-504.472411,800,98.020022
-985.013532,800,102.022668
-660.454387,800,106.194986
-357.98725,800,110.70559
-487.070987,800,115.113496
-323.107843,800,119.267689
-637.311296,800,123.803015
-389.870201,800,127.906245
-632.740215,800,132.390205
-351.720269,800,136.620515
-617.880101,800,140.685075
-540.448783,800,145.174606
-171.257125,800,149.305865
-568.729019,800,153.667006
-256.220086,800,157.882857
-584.89979,800,162.424104
-284.309021,800,166.039377
95.233961,613,170.055367
-360.495808,800,174.237205
-783.348578,800,178.310606
-222.194593,800,182.433853
-600.21338,800,187.002879
-448.573611,800,190.724588
-1117.431767,800,195.264858
-536.825638,800,199.433057
-442.88007,800,203.859135
-625.574927,800,208.381386
-487.056895,800,212.099488
-823.896856,800,216.647707
-335.54372,800,220.772115
127.374949,660,224.567805
-460.885903,800,228.63135
-655.821059,800,232.974263
-407.196832,800,237.157779
-893.020194,800,241.685283
-327.096862,800,245.874037
-559.445337,800,249.945296
-247.375353,800,254.607821
-162.673769,800,258.384726
-362.971169,800,262.935598
-166.272264,800,267.206913
-513.627656,800,271.721972
-548.366151,800,275.853873
-528.915281,800,280.323783
-212.517005,800,284.085981
-273.114185,800,288.393811
-164.867966,800,292.518546
-546.096365,800,297.125928
-824.791158,724,301.911799
-649.419421,800,307.085112
-904.899989,742,312.481355
-453.562924,800,317.101379
-568.51259,800,322.56873
-436.666949,800,327.777753
-755.635998,789,332.761012
-558.983365,800,338.061898
-370.021533,800,343.751861
-511.989324,800,348.390218
-484.56241,800,353.761863
-664.863217,800,358.74211
-551.944149,800,364.01627
-779.728259,800,369.099025
-543.313908,800,374.285182
-622.38215,800,379.767538
-935.373775,800,385.413341
-729.470786,800,390.570086
