episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
30,4396,30,26.082551700000003,26.082551700000003,0,0
31,4489,30,29.32276836666667,29.32276836666667,0,0
32,4586,30,45.4520735,45.4520735,0,0
33,4649,30,46.367206466666666,45.4520735,1,0
34,4734,30,46.774631600000006,46.774631600000006,0,0
35,4813,30,47.94256116666667,47.94256116666667,0,0
36,4882,30,48.725628533333335,47.94256116666667,1,0
37,4970,30,48.971414,48.971414,0,0
38,5079,30,48.87186763333334,48.971414,1,0
39,5128,30,50.51171536666667,50.51171536666667,0,0
40,5203,30,51.020934100000005,50.51171536666667,1,0
41,5280,30,52.583436666666664,52.583436666666664,0,0
42,5364,30,52.84524756666668,52.583436666666664,1,0
43,5435,30,54.73718723333334,54.73718723333334,0,0
44,5565,30,55.083447500000005,54.73718723333334,1,0
45,5634,30,55.519588033333335,54.73718723333334,2,0
46,5703,30,56.59408506666667,56.59408506666667,0,0
47,5786,30,56.86161343333333,56.59408506666667,1,0
48,5909,30,55.851083333333335,56.59408506666667,2,0
49,5985,30,56.10239216666667,56.59408506666667,3,0
50,6054,30,57.63086753333333,57.63086753333333,0,0
51,6131,30,57.977537433333346,57.63086753333333,1,0
52,6198,30,58.65775376666668,58.65775376666668,0,0
53,6277,30,59.373055066666666,58.65775376666668,1,0
54,6351,30,59.72327610000001,59.72327610000001,0,0
55,6421,30,59.7791055,59.72327610000001,1,0
56,6496,30,59.91938270000001,59.72327610000001,2,0
57,6565,30,60.273917566666675,59.72327610000001,3,0
58,6676,30,59.801555266666675,59.72327610000001,4,0
59,6757,30,60.43101020000001,59.72327610000001,5,0
60,6828,30,60.84134016666667,60.84134016666667,0,0
61,6910,30,60.87817903333333,60.84134016666667,1,0
62,6977,30,61.374848766666666,60.84134016666667,2,0
63,7030,30,61.5245945,60.84134016666667,3,0
64,7109,30,61.63437506666666,60.84134016666667,4,0
65,7360,30,58.46348616666666,60.84134016666667,5,0
66,7425,30,58.42523283333333,60.84134016666667,6,0
67,7471,30,58.951195133333336,60.84134016666667,7,0
68,7539,30,59.57982889999998,60.84134016666667,8,0
69,7604,30,59.37126743333333,60.84134016666667,9,0
70,7676,30,59.375594166666666,60.84134016666667,10,0
71,7741,30,59.63893839999999,60.84134016666667,11,0
72,7807,30,59.77227689999998,60.84134016666667,12,0
73,7889,30,59.50951443333333,60.84134016666667,13,0
74,7960,30,60.50255353333333,60.84134016666667,14,0
75,8031,30,60.59098119999999,60.84134016666667,15,0
76,8101,30,60.56931819999999,60.84134016666667,16,0
77,8184,30,60.49634723333332,60.84134016666667,17,0
78,8251,30,61.575569133333325,60.84134016666667,18,0
79,8312,30,61.86986696666666,61.86986696666666,0,0
80,8386,30,61.68646593333333,61.86986696666666,1,0
81,8456,30,61.754802066666656,61.86986696666666,2,0
82,8524,30,61.89576586666666,61.86986696666666,3,0
83,8594,30,61.982659266666666,61.86986696666666,4,0
84,8667,30,62.031162633333324,61.86986696666666,5,0
85,8734,30,62.03312093333333,61.86986696666666,6,0
86,8819,30,61.87015723333333,61.86986696666666,7,0
87,8890,30,61.81559983333332,61.86986696666666,8,0
88,8955,30,62.74853489999999,61.86986696666666,9,0
89,9005,30,63.25513403333333,63.25513403333333,0,0
90,9072,30,63.394323233333324,63.25513403333333,1,0
91,9119,30,64.03863176666667,63.25513403333333,2,0
92,9189,30,63.98175636666666,63.25513403333333,3,0
93,9278,30,63.5562128,63.25513403333333,4,0
94,9348,30,63.79446679999999,63.25513403333333,5,0
95,9418,30,67.09403023333331,67.09403023333331,0,0
96,9481,30,67.12316326666665,67.09403023333331,1,0
97,9588,30,66.22937543333333,67.09403023333331,2,0
98,9659,30,66.04888853333334,67.09403023333331,3,0
99,9751,30,65.52727353333333,67.09403023333331,4,0
100,9816,30,65.6623668,67.09403023333331,5,0
101,9885,30,65.56564196666666,67.09403023333331,6,0
102,9954,30,65.5692364,67.09403023333331,7,0
103,10029,30,65.71386123333335,67.09403023333331,8,0
104,10113,30,65.58807150000001,67.09403023333331,9,0
105,10184,30,65.50144896666667,67.09403023333331,10,0
106,10260,30,65.28859336666667,67.09403023333331,11,0
107,10332,30,65.49380946666666,67.09403023333331,12,0
108,10395,30,65.6071254,67.09403023333331,13,0
109,10463,30,65.3792943,67.09403023333331,14,0
110,10539,30,65.39817126666667,67.09403023333331,15,0
111,10612,30,65.36256266666666,67.09403023333331,16,0
112,10686,30,65.10510926666667,67.09403023333331,17,0
113,10753,30,65.15089329999999,67.09403023333331,18,0
114,10800,30,65.5570446,67.09403023333331,19,0
115,10868,30,65.72396586666666,67.09403023333331,20,0
116,10930,30,66.2528319,67.09403023333331,21,0
117,10999,30,66.22822456666667,67.09403023333331,22,0
118,11072,30,66.18519239999999,67.09403023333331,23,0
119,11148,30,65.70073313333333,67.09403023333331,24,0
120,11216,30,65.73500253333333,67.09403023333331,25,0
121,11295,30,65.19024796666667,67.09403023333331,26,0
122,11368,30,65.13730306666668,67.09403023333331,27,0
123,11439,30,65.33186736666667,67.09403023333331,28,0
124,11508,30,65.49406046666667,67.09403023333331,29,0
125,11578,30,65.55612506666667,67.09403023333331,30,1
