episode,reward,moving_average_reward,moving_average_window
1,-40.784719,-40.784719,20
2,-430.465463,-235.625091,20
3,41.435816,-143.27145533333334,20
4,43.913955,-96.47510275,20
5,25.834479,-72.01318640000001,20
6,47.665668,-52.06671066666667,20
7,53.307773,-37.01321300000001,20
8,52.474245,-25.827280750000007,20
9,26.735525,-19.986969000000006,20
10,48.620594,-13.126212700000007,20
11,14.737676,-10.593131909090916,20
12,54.921155,-5.133608000000007,20
13,9.683433,-3.9938356153846217,20
14,24.961186,-1.9256197857142916,20
15,51.452123,1.6328963999999944,20
16,35.330974,3.739026249999995,20
17,52.584369,6.612281705882348,20
18,67.406821,9.989756111111108,20
19,56.548957,12.44024036842105,20
20,22.637152,12.950085949999997,20
21,53.653726,17.6720082,20
22,45.434029,41.4669828,20
23,42.187744,41.5045792,20
24,51.585285,41.888145699999995,20
25,63.502196,43.77153154999999,20
26,57.831684,44.27983234999999,20
27,57.502739,44.48958065,20
28,56.681852,44.699961,20
29,42.307317,45.478550600000005,20
30,52.78826,45.68693390000001,20
31,56.421781,47.77113915,20
32,53.413691,47.69576595000001,20
33,68.889805,50.65608455000001,20
34,56.136709,52.21486070000001,20
35,60.872366,52.68587285000001,20
36,71.157689,54.47720860000002,20
37,60.681337,54.88205700000001,20
38,49.487854,53.986108650000006,20
39,75.930957,54.955208649999996,20
40,63.897156,57.01820884999999,20
41,61.612753,57.416160200000014,20
42,62.775482,58.28323285000001,20
43,66.441623,59.49592679999999,20
44,35.348994,58.68411225,20
45,64.536339,58.73581939999999,20
46,67.565885,59.22252945,20
47,60.61022,59.3779035,20
48,37.090918,58.39835680000001,20
49,64.088222,59.487402050000014,20
50,68.491413,60.27255970000001,20
51,64.053823,60.6541618,20
52,65.840519,61.2755032,20
53,63.646783,61.0133521,20
54,62.091916,61.311112449999996,20
55,65.177078,61.52634804999999,20
56,62.04,61.0704636,20
57,68.138785,61.443336,20
58,42.510983,61.09449244999998,20
59,61.190965,60.35749284999999,20
60,65.098159,60.41754299999999,20
61,57.526947,60.213252699999984,20
62,68.313783,60.49016774999999,20
63,73.382177,60.83719544999999,20
64,59.430126,62.04125204999999,20
65,-34.254301,57.10172005,20
66,70.010089,57.22393024999999,20
67,76.460206,58.016429549999984,20
68,68.346867,59.57922699999999,20
69,69.674113,59.85852155,20
70,64.026958,59.6352988,20
71,69.51308,59.908261649999986,20
72,66.775637,59.955017549999994,20
73,58.558749,59.70061585,20
74,65.140167,59.85302839999999,20
75,67.189169,59.95363295,20
76,66.915995,60.197432700000014,20
77,58.421091,59.71154800000001,20
78,69.467575,61.05937759999999,20
79,72.917157,61.6456872,20
80,62.989382,61.54024835,20
81,66.103907,61.969096349999994,20
82,70.069433,62.05687885,20
83,66.253585,61.70044925,20
84,63.547017,61.90629379999999,20
85,65.235827,66.88080019999998,20
86,57.151089,66.2378502,20
87,66.502063,65.73994305,20
88,70.499035,65.84755145,20
89,76.388939,66.18329274999999,20
90,69.273835,66.44563659999999,20
91,76.856203,66.81279275,20
92,66.607521,66.80438695,20
93,60.61587,66.90724300000001,20
94,66.577746,66.97912195,20
95,64.732602,66.85629359999999,20
96,70.88408,67.05469785,20
97,49.646571,66.61597185000001,20
98,62.93226,66.2892061,20
99,54.025663,65.3446314,20
100,68.079756,65.5991501,20
101,66.611335,65.62452150000001,20
102,66.88347,65.46522335,20
103,62.897494,65.29741880000002,20
104,61.366475,65.18839170000001,20
105,64.590493,65.156125,20
106,60.530327,65.3250869,20
107,64.577574,65.22886245,20
108,72.867053,65.34726334999999,20
109,66.082224,64.8319276,20
110,63.555691,64.5460204,20
111,65.035649,63.95499270000001,20
112,62.345831,63.74190820000001,20
113,67.627106,64.09247000000002,20
114,75.731556,64.5501605,20
115,70.243465,64.82570365000001,20
116,73.01707,64.93235315000001,20
117,65.763843,65.73821675,20
118,69.20807,66.05200725,20
119,61.855161,66.44348215,20
120,70.301917,66.55459019999998,20
121,60.513566,66.24970175,20
122,65.019174,66.15648695,20
123,66.452799,66.33425220000001,20
124,71.443539,66.83810539999999,20
125,66.59454,66.93830775,20
