episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
30,16953,30,-350.3037360999999,-350.3037360999999,0,0
31,17953,30,-348.9067993333332,-348.9067993333332,0,0
32,18616,30,-353.95866296666657,-348.9067993333332,1,0
33,18757,30,-339.97909336666663,-339.97909336666663,0,0
34,19174,30,-323.1257297666668,-323.1257297666668,0,0
35,19719,30,-312.0555492333334,-312.0555492333334,0,0
36,19796,30,-312.8592283666667,-312.0555492333334,1,0
37,20226,30,-311.99966323333337,-312.0555492333334,2,0
38,20903,30,-315.65837980000003,-312.0555492333334,3,0
39,21292,30,-304.80997649999995,-304.80997649999995,0,0
40,22292,30,-306.64151926666665,-304.80997649999995,1,0
41,22449,30,-297.58761190000007,-297.58761190000007,0,0
42,22505,30,-296.89234786666674,-297.58761190000007,1,0
43,22660,30,-292.1784427000001,-292.1784427000001,0,0
44,22751,30,-290.2757931333334,-290.2757931333334,0,0
45,22935,30,-298.49951340000007,-290.2757931333334,1,0
46,23575,30,-295.9373629000001,-290.2757931333334,2,0
47,23881,30,-287.9632971333333,-287.9632971333333,0,0
48,23969,30,-286.57705180000005,-286.57705180000005,0,0
49,24360,30,-282.7677442666667,-282.7677442666667,0,0
50,24443,30,-269.3758856666667,-269.3758856666667,0,0
51,25443,30,-283.19474180000003,-269.3758856666667,1,0
52,26396,30,-287.18667260000007,-269.3758856666667,2,0
53,26537,30,-277.3680695333333,-269.3758856666667,3,0
54,26863,30,-267.0803980333334,-267.0803980333334,0,0
55,27779,30,-274.03181383333333,-267.0803980333334,1,0
56,28779,30,-288.5171375666667,-267.0803980333334,2,0
57,29779,30,-290.9294396000001,-267.0803980333334,3,0
58,30230,30,-291.1225920333334,-267.0803980333334,4,0
59,30682,30,-303.9126245333334,-267.0803980333334,5,0
60,30798,30,-306.16497536666674,-267.0803980333334,6,0
61,31164,30,-287.94348823333337,-267.0803980333334,7,0
62,31643,30,-282.0556711333333,-267.0803980333334,8,0
63,32062,30,-287.9288631666667,-267.0803980333334,9,0
64,32706,30,-292.2141831666667,-267.0803980333334,10,0
65,33706,30,-304.14602186666673,-267.0803980333334,11,0
66,33831,30,-305.92791573333335,-267.0803980333334,12,0
67,34831,30,-321.3239888333334,-267.0803980333334,13,0
68,35831,30,-331.2300836666667,-267.0803980333334,14,0
69,36831,30,-348.30230093333336,-267.0803980333334,15,0
70,37296,30,-330.33443463333333,-267.0803980333334,16,0
71,38296,30,-343.4466311666667,-267.0803980333334,17,0
72,39296,30,-359.09787553333337,-267.0803980333334,18,0
73,40296,30,-371.35618203333337,-267.0803980333334,19,0
74,41015,30,-375.91970566666663,-267.0803980333334,20,0
75,41115,30,-372.05162543333336,-267.0803980333334,21,0
76,41412,30,-377.10145036666665,-267.0803980333334,22,0
77,41800,30,-366.75441010000003,-267.0803980333334,23,0
78,42509,30,-370.6909303,-267.0803980333334,24,0
79,43509,30,-386.4332645666666,-267.0803980333334,25,0
80,44509,30,-402.64869133333326,-267.0803980333334,26,0
81,45006,30,-386.4091505666666,-267.0803980333334,27,0
82,45171,30,-379.26249609999996,-267.0803980333334,28,0
83,45533,30,-375.0790113999999,-267.0803980333334,29,0
84,46533,30,-383.67646726666663,-267.0803980333334,30,1
