#{"t_start": 1780768761.4058857, "env_id": "None"}
r,l,t
-736.032906,1000,56.337662
-1057.496855,922,108.513355
-1146.837605,1000,164.428719
-649.572548,1000,220.906504
-468.00901,557,252.615361
-638.315944,1000,308.875807
-657.242998,1000,364.086455
-669.466772,1000,419.512489
-317.987479,401,443.31895
-640.408613,1000,499.581769
-649.520797,1000,555.098189
-656.93203,1000,610.775634
-606.154066,648,647.580463
-231.67467,247,663.162979
-630.582787,771,706.894164
-662.998685,1000,763.155088
-581.241667,566,795.453252
-626.147065,1000,851.356406
-708.435374,926,903.324837
-669.98705,904,954.402451
-633.177872,813,1000.627947
-655.199947,1000,1056.181493
-635.149418,741,1098.451724
-686.100529,835,1144.814795
-655.537277,1000,1200.232871
-710.166777,1000,1255.255252
-687.893084,1000,1310.696634
-632.569748,1000,1366.019558
-617.72615,1000,1421.502
-645.704384,928,1472.437943
-683.338187,1000,1527.971235
-722.126918,1000,1582.994048
-588.647508,1000,1638.068823
-680.112991,1000,1693.454041
-640.364826,1000,1748.0367
-589.780806,1000,1803.299964
-670.063825,1000,1858.208938
-624.516853,1000,1913.124378
-661.851211,1000,1967.931476
-612.012255,1000,2022.803545
-576.037049,1000,2078.337928
-669.674852,1000,2133.836484
-629.041197,1000,2189.683136
-610.859921,1000,2245.14006
-602.309342,1000,2300.938053
-574.727101,1000,2355.733346
