#{"t_start": 1780772808.855085, "env_id": "None"}
r,l,t
-646.816382,1000,61.169381
-196.520095,535,96.111645
-632.761897,1000,155.338395
-617.385269,1000,212.54125
-595.992306,1000,272.042105
-153.354075,81,283.467721
-139.084502,409,310.502894
-202.398276,589,346.153736
-404.84881,302,367.990321
-602.802763,1000,427.030576
-529.522164,1000,484.168271
-185.819248,128,495.925536
-375.047377,767,541.939834
-204.327055,152,555.831146
-30.325604,325,580.284604
-313.881881,204,597.003963
-622.519256,1000,656.721705
-196.830312,214,673.196233
-193.289401,176,688.569745
-553.907627,1000,746.463833
-218.94398,440,774.675796
-379.660613,833,824.386239
-483.275814,938,880.683053
-621.338069,1000,938.736667
-229.578015,132,951.065264
-169.378229,125,964.873067
-613.384869,1000,1023.709534
-154.35091,96,1033.940883
-91.228919,387,1061.103115
-150.538365,120,1072.385648
-604.908279,1000,1131.273044
-348.076004,663,1171.666852
-213.374809,141,1185.160634
-111.784361,417,1212.627009
-263.88689,545,1247.409509
-177.464449,77,1257.676523
-113.297548,430,1286.392414
-312.159773,677,1329.205123
-79.396711,389,1356.116135
-657.749046,1000,1413.651189
-257.904943,157,1427.995706
-164.961327,56,1437.806856
-233.630222,155,1453.341522
-147.247568,91,1466.823855
-277.037212,184,1484.730641
-237.017366,640,1525.902841
-383.297283,306,1546.929695
-155.242952,88,1559.640371
-79.010175,391,1587.645345
-152.151869,83,1598.108446
-633.509664,1000,1659.513919
-499.418537,953,1717.448268
-188.717722,141,1729.671275
-312.707924,326,1751.253103
-438.120489,916,1806.50516
-603.937941,1000,1866.04387
-685.75393,1000,1924.905355
-160.145483,451,1957.196714
-474.929894,452,1988.627482
-218.10889,116,2002.501644
-58.263665,366,2029.470124
-171.441491,479,2061.059452
-389.57057,419,2090.664329
-240.343961,644,2130.568342
-621.842051,1000,2188.5079
-230.921265,125,2201.846748
-575.179741,1000,2261.545165
-609.342618,1000,2320.462561
-591.563229,1000,2379.909435
-118.713057,465,2410.056147
-651.270839,1000,2470.525611
-634.498658,1000,2531.373517
-601.379417,1000,2591.880392
-284.153277,719,2635.555223
-160.994805,100,2647.000737
-388.512114,297,2669.591903
-72.886075,388,2694.449605
-273.338558,709,2737.189673
-551.280203,1000,2795.930464
-638.614672,1000,2855.994484
-146.323441,497,2889.356351
-285.018903,165,2903.283355
-63.213181,362,2928.879429
-570.6316,1000,2987.341139
