#{"t_start": 1780724463.6879172, "env_id": "None"}
r,l,t
-70.957914,183,13.502284
-103.943605,296,30.822228
15.213555,89,38.227136
52.774232,54,43.418736
-28.492127,160,53.758958
-33.534089,133,63.026043
31.63749,84,69.573861
-180.177628,339,90.025669
-79.718067,212,103.490564
55.146011,50,108.619711
48.207338,65,114.438492
67.112736,48,118.999443
53.662701,57,124.340424
-91.376349,238,138.807323
63.802143,45,143.945854
-155.004666,369,165.066553
46.021159,65,170.818239
18.598634,95,178.130961
28.309326,65,183.933054
-110.323558,242,198.976544
-408.76943,694,237.338718
-637.792543,800,281.977148
73.504875,15,285.153509
-136.269284,330,304.65826
-616.923526,800,348.919263
-454.730144,683,386.918147
71.934979,32,391.098097
-86.017781,268,407.4058
-91.107022,238,422.019838
-83.063922,273,438.611534
-117.179257,285,456.252756
-74.066281,225,469.875724
-662.891727,800,514.35009
63.479667,50,519.03815
-631.422294,800,563.271427
-104.048667,242,578.525867
-76.844232,215,591.668843
-64.394612,253,607.656671
-127.664388,337,627.158744
-422.966618,706,666.812546
-74.455973,258,682.654352
53.261956,63,688.050916
-64.630599,187,700.4036
69.935176,45,704.818697
-123.514987,330,724.763535
71.719424,24,728.488966
-48.945644,190,740.735083
-87.850983,217,754.031309
-271.945639,430,779.033327
-67.334044,208,792.72735
-39.842636,200,805.581632
-29.430799,162,816.490605
66.309585,39,820.603711
-63.094916,163,831.825293
-296.799972,523,861.69414
-87.555637,269,877.755106
-76.077131,170,889.253322
-82.254026,225,903.442451
-97.569598,242,918.346084
-63.644564,210,931.636573
