episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
50,35611,50,-348.67263378,-348.67263378,0,0
51,36611,50,-347.41940200000005,-347.41940200000005,0,0
52,37425,50,-353.4414424,-347.41940200000005,1,0
53,38425,50,-352.7576582,-347.41940200000005,2,0
54,39425,50,-362.6648143599999,-347.41940200000005,3,0
55,40425,50,-361.72036177999996,-347.41940200000005,4,0
56,41425,50,-371.42363202,-347.41940200000005,5,0
57,42425,50,-379.88549122000006,-347.41940200000005,6,0
58,42833,50,-369.66304144000003,-347.41940200000005,7,0
59,43626,50,-363.5379107,-347.41940200000005,8,0
60,44127,50,-364.20745228,-347.41940200000005,9,0
61,45127,50,-365.20196281999995,-347.41940200000005,10,0
62,46127,50,-365.1382627199999,-347.41940200000005,11,0
63,47127,50,-365.58197722,-347.41940200000005,12,0
64,47404,50,-363.1367184199999,-347.41940200000005,13,0
65,47647,50,-352.0299491599999,-347.41940200000005,14,0
66,48017,50,-345.3409977199998,-345.3409977199998,0,0
67,49017,50,-344.13735707999984,-344.13735707999984,0,0
68,49325,50,-332.56802816,-332.56802816,0,0
69,49907,50,-332.25433378,-332.56802816,1,0
70,50231,50,-326.3865138399999,-326.3865138399999,0,0
71,50544,50,-325.1949823399999,-325.1949823399999,0,0
72,51020,50,-325.6578774599999,-325.1949823399999,1,0
73,51325,50,-323.34752179999987,-323.34752179999987,0,0
74,52325,50,-323.5613455999999,-323.34752179999987,1,0
75,53325,50,-325.27016455999996,-323.34752179999987,2,0
76,53856,50,-327.77002748,-323.34752179999987,3,0
77,54425,50,-330.8200134799999,-323.34752179999987,4,0
78,54856,50,-320.19535583999993,-320.19535583999993,0,0
79,55167,50,-308.11943533999994,-308.11943533999994,0,0
80,55602,50,-307.74349359999997,-308.11943533999994,1,0
81,56602,50,-315.19734339999997,-308.11943533999994,2,0
82,57602,50,-323.86219153999997,-308.11943533999994,3,0
83,58062,50,-314.82357229999997,-308.11943533999994,4,0
84,58476,50,-303.84218794,-303.84218794,0,0
85,59476,50,-309.53128264,-303.84218794,1,0
