episode,reward,moving_average_reward,moving_average_window
1,-283.541879,-283.541879,20
2,-302.026772,-292.7843255,20
3,-1175.486283,-587.0183113333334,20
4,-400.660008,-540.4287355,20
5,-484.010229,-529.1450342,20
6,-353.453067,-499.8630396666667,20
7,-838.808056,-548.2837562857143,20
8,-1454.231012,-661.52716325,20
9,-423.709299,-635.1029561111111,20
10,-1198.27157,-691.4198174999999,20
11,-213.952984,-648.0137417272726,20
12,-227.247137,-612.949858,20
13,-170.702147,-578.9308033076923,20
14,-331.563491,-561.2617095714285,20
15,-805.790494,-577.5636285333333,20
16,-169.030408,-552.03030225,20
17,-678.274844,-559.4564517647059,20
18,-354.185549,-548.0525127222222,20
19,-743.318505,-558.3296702105263,20
20,-668.452435,-563.8358084499998,20
21,-197.473507,-559.5323898499998,20
22,-303.487915,-559.6054469999999,20
23,-229.222829,-512.2922742999999,20
24,-195.965214,-502.0575345999999,20
25,-258.406619,-490.77735409999997,20
26,-192.373669,-482.72338419999994,20
27,-171.039069,-449.33493484999997,20
28,-416.791821,-397.4629753,20
29,-574.904893,-405.022755,20
30,-164.765438,-353.34744839999996,20
31,-934.323155,-389.36595695,20
32,-564.054543,-406.20632725,20
33,-702.775892,-432.8100145,20
34,-619.163017,-447.18999080000015,20
35,-572.961988,-435.54856550000005,20
36,-173.413318,-435.7677110000001,20
37,-614.396011,-432.57376935,20
38,-129.451336,-421.33705869999994,20
39,-591.689327,-413.75559979999997,20
40,-665.340665,-413.6000113,20
41,-330.13961,-420.2333164499999,20
42,-242.065397,-417.16219054999993,20
43,-760.039118,-443.70300499999996,20
44,-682.490615,-468.0292750500001,20
45,-659.335058,-488.0756970000001,20
46,-148.659573,-485.88999220000017,20
47,-175.503689,-486.1132232,20
48,-158.275746,-473.18741945,20
49,-163.687601,-452.62655484999993,20
50,-151.571945,-451.96688019999993,20
51,-161.721816,-413.33681324999986,20
52,-146.221606,-392.44516639999995,20
53,-165.628447,-365.5877941499999,20
54,-147.18028,-341.9886573,20
55,-185.131895,-322.59715264999994,20
56,-152.037202,-321.52834685000005,20
57,-641.048408,-322.86096669999995,20
58,-544.399319,-343.60836585,20
59,-661.855784,-347.1166887,20
60,-580.902785,-342.89479470000003,20
61,-554.77515,-354.12657170000006,20
62,-547.104063,-369.378505,20
63,-575.325031,-360.1428006500001,20
64,-37.24274,-327.8804069,20
65,-579.681874,-323.89774769999997,20
66,-127.925553,-322.8610467,20
67,-10.877789,-314.6297517,20
68,-20.486736,-307.74030120000003,20
69,-17.553711,-300.4336067,20
70,-248.643899,-305.28720439999995,20
71,4.430602,-296.97958349999993,20
72,-14.788337,-290.4079200499999,20
73,6.750309,-281.78898224999995,20
74,-20.630926,-275.46151454999995,20
75,-72.162286,-269.8130340999999,20
76,-18.305067,-263.12642735,20
77,-20.282052,-232.0881095499999,20
78,-38.593321,-206.79780965,20
79,-72.921088,-177.35107485,20
80,-434.119369,-170.01190405,20
81,-186.456516,-151.59597234999998,20
82,-13.589078,-124.92022310000002,20
83,-4.464054,-96.37717425000001,20
84,-180.358438,-103.53295915000001,20
85,-59.606249,-77.52917790000001,20
86,-63.598226,-74.31281155,20
87,19.776979,-72.78007314999999,20
88,22.043824,-70.65354514999999,20
89,22.236597,-68.66402975,20
90,-63.32552,-59.3981108,20
91,9.722995,-59.13349115,20
92,-38.226263,-60.30538744999999,20
93,-112.728038,-66.27930479999999,20
94,-38.350543,-67.16528565,20
95,-9.869078,-64.05062525,20
96,-34.863717,-64.87855775,20
97,-3.669618,-64.04793605,20
98,-42.973715,-64.26695575,20
99,3.071979,-60.467302399999994,20
100,-2.679835,-38.89532569999999,20
101,-61.699286,-32.6574642,20
102,-49.481675,-34.45209405000001,20
103,-61.789703,-37.31837650000001,20
104,-33.288788,-29.964893999999997,20
105,-83.918891,-31.1805261,20
106,1.501958,-27.9255169,20
