episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
30,13754,30,-466.0382381,-466.0382381,0,0
31,14754,30,-487.73094729999997,-466.0382381,1,0
32,15754,30,-496.46520633333336,-466.0382381,2,0
33,16754,30,-480.7081933,-466.0382381,3,0
34,17754,30,-487.99162693333335,-466.0382381,4,0
35,18754,30,-490.9566855666668,-466.0382381,5,0
36,18900,30,-484.95536060000006,-466.0382381,6,0
37,19900,30,-477.47495910000015,-466.0382381,7,0
38,19991,30,-433.3156365666667,-433.3156365666667,0,0
39,20991,30,-438.9149708333334,-433.3156365666667,1,0
40,21991,30,-421.15060733333337,-421.15060733333337,0,0
41,22209,30,-425.02349486666674,-421.15060733333337,1,0
42,22465,30,-425.5174368666668,-421.15060733333337,2,0
43,23465,30,-445.16200256666684,-421.15060733333337,3,0
44,24465,30,-456.85957336666684,-421.15060733333337,4,0
45,25465,30,-451.97772550000013,-421.15060733333337,5,0
46,25576,30,-451.29869766666684,-421.15060733333337,6,0
47,25690,30,-434.53965916666675,-421.15060733333337,7,0
48,25835,30,-428.0093324,-421.15060733333337,8,0
49,25980,30,-408.6883022666667,-408.6883022666667,0,0
50,26117,30,-391.45895260000003,-391.45895260000003,0,0
51,26273,30,-390.2672295666666,-390.2672295666666,0,0
52,26383,30,-385.02501926666656,-385.02501926666656,0,0
53,26515,30,-382.9052065333332,-382.9052065333332,0,0
54,26630,30,-381.27904206666665,-381.27904206666665,0,0
55,26816,30,-378.8365512666667,-378.8365512666667,0,0
56,26921,30,-377.4920023666666,-377.4920023666666,0,0
57,27921,30,-393.15898033333326,-377.4920023666666,1,0
58,28921,30,-397.41256359999994,-377.4920023666666,2,0
59,29921,30,-400.3109266333332,-377.4920023666666,3,0
60,30921,30,-414.18217153333325,-377.4920023666666,4,0
61,31921,30,-401.53057136666655,-377.4920023666666,5,0
62,32921,30,-400.9655553666666,-377.4920023666666,6,0
63,33921,30,-396.7171933333333,-377.4920023666666,7,0
64,34224,30,-377.31985076666666,-377.4920023666666,8,0
65,35224,30,-377.54384696666665,-377.4920023666666,9,0
66,35681,30,-376.0275881333333,-376.0275881333333,0,0
67,35974,30,-355.9103140666666,-355.9103140666666,0,0
68,36295,30,-352.2781607333334,-352.2781607333334,0,0
69,36594,30,-333.1403068666667,-333.1403068666667,0,0
70,37211,30,-319.25041466666676,-319.25041466666676,0,0
71,37489,30,-308.09807426666674,-308.09807426666674,0,0
72,37801,30,-300.5221722666667,-300.5221722666667,0,0
73,38073,30,-274.9625247000001,-274.9625247000001,0,0
74,38377,30,-252.90053506666663,-252.90053506666663,0,0
75,38758,30,-233.3281093333333,-233.3281093333333,0,0
76,39070,30,-228.98295913333328,-228.98295913333328,0,0
77,39394,30,-223.8089045666666,-223.8089045666666,0,0
78,39734,30,-219.81949039999998,-219.81949039999998,0,0
79,40126,30,-216.7939399666666,-216.7939399666666,0,0
80,41071,30,-226.2121874333333,-216.7939399666666,1,0
81,41636,30,-227.0366774333333,-216.7939399666666,2,0
82,41945,30,-222.61559316666663,-216.7939399666666,3,0
83,42234,30,-217.2434467333333,-216.7939399666666,4,0
84,42760,30,-218.34938533333332,-216.7939399666666,5,0
85,43121,30,-214.1651971333333,-214.1651971333333,0,0
86,43505,30,-211.21723126666666,-211.21723126666666,0,0
87,43762,30,-189.18971836666663,-189.18971836666663,0,0
88,44019,30,-170.30828026666669,-170.30828026666669,0,0
89,44273,30,-147.5052009,-147.5052009,0,0
90,44648,30,-130.2526254,-130.2526254,0,0
91,44926,30,-111.43602056666666,-111.43602056666666,0,0
92,45274,30,-94.47342723333334,-94.47342723333334,0,0
93,45742,30,-79.05352746666668,-79.05352746666668,0,0
94,46094,30,-79.09045423333333,-79.05352746666668,1,0
95,46404,30,-60.09669436666666,-60.09669436666666,0,0
96,46756,30,-56.99463316666666,-56.99463316666666,0,0
97,47055,30,-56.754360799999986,-56.99463316666666,1,0
98,47404,30,-57.50392676666665,-56.99463316666666,2,0
99,47692,30,-56.81640376666666,-56.99463316666666,3,0
100,47983,30,-48.617601633333315,-48.617601633333315,0,0
101,48366,30,-50.82193123333332,-48.617601633333315,1,0
102,48724,30,-51.97837583333332,-48.617601633333315,2,0
103,49095,30,-54.26304289999998,-48.617601633333315,3,0
104,49428,30,-54.684971633333326,-48.617601633333315,4,0
105,49836,30,-55.07685846666666,-48.617601633333315,5,0
106,50118,30,-54.41662429999999,-48.617601633333315,6,0
