#{"t_start": 1780761508.465365, "env_id": "None"}
r,l,t
-283.541879,234,16.576686
-302.026772,279,34.94724
-1175.486283,612,70.417119
-400.660008,379,93.056462
-484.010229,343,114.298211
-353.453067,316,134.983426
-838.808056,863,183.825629
-1454.231012,1000,239.898299
-423.709299,471,267.94136
-1198.27157,1000,323.288625
-213.952984,190,336.037326
-227.247137,218,350.51435
-170.702147,155,361.731274
-331.563491,337,382.166384
-805.790494,1000,437.801588
-169.030408,140,447.349155
-678.274844,1000,503.012163
-354.185549,342,523.539393
-743.318505,712,563.779083
-668.452435,1000,619.044634
-197.473507,192,631.999683
-303.487915,370,654.248468
-229.222829,229,669.084079
-195.965214,198,682.484378
-258.406619,301,701.025342
-192.373669,164,712.533392
-171.039069,136,722.364244
-416.791821,421,747.167672
-574.904893,1000,802.928203
-164.765438,152,813.718459
-934.323155,1000,869.737667
-564.054543,1000,925.380341
-702.775892,1000,980.200895
-619.163017,1000,1035.913507
-572.961988,1000,1091.451665
-173.413318,146,1101.320723
-614.396011,1000,1156.976336
-129.451336,91,1164.669881
-591.689327,1000,1220.218729
-665.340665,1000,1275.134372
-330.13961,218,1289.785784
-242.065397,256,1306.157296
-760.039118,1000,1361.646753
-682.490615,1000,1417.274373
-659.335058,1000,1472.947968
-148.659573,111,1481.972608
-175.503689,114,1490.869356
-158.275746,145,1501.489201
-163.687601,145,1511.584219
-151.571945,137,1522.242103
-161.721816,156,1533.453451
-146.221606,110,1541.928815
-165.628447,132,1551.927044
-147.18028,115,1561.505598
-185.131895,186,1574.391943
-152.037202,105,1583.069528
-641.048408,1000,1639.307994
-544.399319,1000,1695.569659
-661.855784,1000,1750.87061
-580.902785,1000,1806.115448
-554.77515,1000,1861.411529
-547.104063,1000,1916.514946
-575.325031,1000,1971.381398
-37.24274,303,1989.787625
-579.681874,1000,2045.073255
-127.925553,457,2071.367437
-10.877789,293,2089.871435
-20.486736,321,2109.066656
-17.553711,299,2128.06446
-248.643899,617,2163.257398
4.430602,278,2181.063908
-14.788337,312,2199.889245
6.750309,272,2217.369241
-20.630926,304,2236.268001
-72.162286,381,2259.276551
-18.305067,312,2278.870839
-20.282052,324,2298.267691
-38.593321,340,2319.256823
-72.921088,392,2342.489028
-434.119369,945,2394.686471
-186.456516,565,2427.379179
-13.589078,309,2445.987539
-4.464054,289,2463.92183
-180.358438,526,2494.444462
-59.606249,361,2515.722217
-63.598226,384,2538.764501
19.776979,257,2555.041784
22.043824,257,2571.045962
22.236597,254,2587.524186
-63.32552,375,2610.231844
9.722995,278,2627.264454
-38.226263,348,2648.632682
-112.728038,468,2675.975117
-38.350543,352,2697.52911
-9.869078,310,2716.153826
-34.863717,352,2737.690726
-3.669618,299,2755.461711
-42.973715,349,2776.799066
3.071979,288,2794.746029
-2.679835,291,2812.577921
-61.699286,383,2835.707484
-49.481675,358,2857.363371
-61.789703,371,2879.53725
-33.288788,333,2900.384986
-83.918891,408,2924.468255
1.501958,282,2942.298682
