episode,timesteps,reward,status,recent_average_reward,recent_success_rate,distance_to_target,targets_reached,saved
1,234,-283.541879,unsafe_sonar,-283.541879,0.0,5.094695568084717,0,best_average_model
73,38073,6.750309,success,-281.78898224999995,0.45,0.09639164060354233,0,best_average_model
74,38377,-20.630926,success,-275.46151454999995,0.5,0.09134434908628464,0,best_average_model
75,38758,-72.162286,success,-269.8130340999999,0.55,0.09326913952827454,0,best_average_model
76,39070,-18.305067,success,-263.12642735,0.6,0.0917329266667366,0,best_average_model
77,39394,-20.282052,success,-232.0881095499999,0.65,0.09142687171697617,0,best_average_model
78,39734,-38.593321,success,-206.79780965,0.7,0.0793345719575882,0,best_average_model
79,40126,-72.921088,success,-177.35107485,0.75,0.0929434597492218,0,best_average_model
80,41071,-434.119369,success,-170.01190405,0.8,0.09587402641773224,0,best_average_model
81,41636,-186.456516,success,-151.59597234999998,0.85,0.09955895692110062,0,best_average_model
82,41945,-13.589078,success,-124.92022310000002,0.9,0.09044110029935837,0,best_average_model
83,42234,-4.464054,success,-96.37717425000001,0.95,0.09842529892921448,0,best_average_model
85,43121,-59.606249,success,-77.52917790000001,1.0,0.0903722271323204,0,best_average_model
86,43505,-63.598226,success,-74.31281155,1.0,0.09554412961006165,0,best_average_model
87,43762,19.776979,success,-72.78007314999999,1.0,0.09893662482500076,0,best_average_model
88,44019,22.043824,success,-70.65354514999999,1.0,0.09169962257146835,0,best_average_model
89,44273,22.236597,success,-68.66402975,1.0,0.09948727488517761,0,best_average_model
90,44648,-63.32552,success,-59.3981108,1.0,0.09705459326505661,0,best_average_model
91,44926,9.722995,success,-59.13349115,1.0,0.09205109626054764,0,best_average_model
100,47983,-2.679835,success,-38.89532569999999,1.0,0.09231486916542053,0,best_average_model
101,48366,-61.699286,success,-32.6574642,1.0,0.09513076394796371,0,best_average_model
104,49428,-33.288788,success,-29.964893999999997,1.0,0.09251688420772552,0,best_average_model
106,50118,1.501958,success,-27.9255169,1.0,0.09990346431732178,0,best_average_model
