#{"t_start": 1780137243.9499102, "env_id": "None"}
r,l,t
-46.05383,344,1196.826113
-188.937732,148,1206.682565
-152.442108,139,1216.726524
-172.210673,140,1226.356332
-159.660596,131,1235.1381
-100.848513,467,1262.125558
-163.513723,145,1271.625398
-160.293299,140,1281.71547
-158.302277,137,1290.925686
-172.399037,141,1300.791315
-166.531942,141,1310.23012
-76.1672,399,1333.785753
-56.935514,381,1356.326148
-155.679933,136,1365.829782
-154.759621,122,1374.866993
-153.769897,137,1384.644146
-78.755122,360,1405.804972
-84.842514,445,1432.144786
-69.460288,429,1457.558149
-166.427956,150,1467.533785
-48.633814,341,1488.474895
-156.882278,138,1497.855234
-87.563093,428,1523.276017
-98.434844,451,1549.996803
-183.291845,641,1586.52017
-160.073716,139,1596.689137
-75.652135,404,1620.46581
-108.059793,464,1647.368787
-78.310725,403,1671.31928
-152.922076,131,1681.276994
-125.268288,514,1711.18187
-156.770063,129,1720.501506
-85.119731,436,1746.250962
-59.55111,402,1769.633646
-165.562133,148,1780.481461
-150.999904,131,1789.985099
-83.627208,486,1818.441686
-51.322923,366,1841.169238
-98.72939,473,1868.55929
-241.199206,701,1908.550443
-124.361354,549,1940.372742
-49.751712,353,1961.427514
-43.96194,363,1983.463251
-34.160537,370,2005.987518
-74.513992,467,2033.466488
-69.146975,401,2057.371479
-108.093391,517,2087.624316
-63.12026,419,2112.087337
-62.736197,411,2136.306304
-57.080536,421,2161.216098
-21.729158,325,2180.660544
-9.894416,306,2199.270994
-147.046578,122,2208.290742
-22.029895,338,2228.475759
16.375637,278,2245.932792
-27.021904,341,2266.410114
-137.156168,119,2275.622586
5.410133,272,2292.570821
6.999525,279,2309.724626
-50.927854,415,2334.365968
8.028778,265,2350.82801
0.728678,282,2368.624138
11.238121,267,2385.380187
-152.315575,124,2394.120311
17.398486,273,2411.420356
-8.501529,311,2430.204571
-150.855122,125,2439.421585
-142.988165,120,2448.024628
-1.926291,305,2467.156982
4.230441,282,2484.629691
24.116064,238,2499.69105
26.789502,255,2515.84845
-140.631646,127,2525.20328
20.10693,245,2540.59798
-144.561176,127,2549.73576
-145.73065,122,2558.348741
10.33223,267,2575.358512
-143.257334,122,2584.303136
14.773194,265,2601.096296
-138.806491,118,2609.449108
-147.557059,124,2618.620625
-161.726566,129,2627.995513
-141.841651,112,2636.512841
16.206102,260,2652.771849
16.935153,242,2668.440705
14.028051,258,2684.645716
28.52811,246,2700.508559
17.195411,258,2717.017539
-145.367777,126,2726.158232
23.249568,247,2741.895245
27.445817,243,2756.84783
39.349802,247,2772.909648
-145.19588,123,2781.504969
-139.938879,119,2790.331797
-140.479198,123,2799.420333
20.462901,254,2815.327299
11.767078,270,2832.059813
25.060355,247,2848.180071
16.989206,251,2864.010494
24.571221,242,2879.603268
15.710728,268,2895.861571
22.462013,247,2911.928267
28.877637,240,2927.244267
28.738693,231,2942.019515
-141.201184,122,2950.975232
-144.25438,124,2959.947766
31.441707,232,2974.592675
18.986266,256,2990.892667
39.269451,225,3005.379619
33.423846,231,3019.895537
30.356423,237,3034.559435
30.211995,237,3049.377321
32.809734,240,3064.708661
39.077769,224,3078.465896
36.544106,223,3092.468967
29.564283,236,3107.529546
35.037294,228,3121.85313
-133.46705,111,3129.932376
28.954742,241,3145.026708
33.823013,229,3158.893806
38.000048,223,3173.176518
29.225973,232,3187.369593
33.029248,225,3201.758243
33.524093,233,3216.349377
31.537604,233,3230.804135
-141.011637,120,3239.497533
-145.865171,122,3248.222369
-148.798572,123,3256.713275
-762.721929,1526,3340.146566
-170.957866,136,3350.474598
-142.179483,123,3359.813302
-145.920976,125,3368.994571
-163.328672,135,3378.995697
-150.6382,126,3388.664444
-155.958408,133,3398.462061
-156.38639,133,3407.804616
-162.475062,127,3417.119443
-144.38962,119,3427.183272
-152.505195,132,3437.121393
-144.758868,130,3446.329952
16.393377,254,3462.88201
18.526907,256,3478.890523
8.614343,251,3494.849345
14.537895,252,3510.281506
-144.812316,128,3520.511952
25.903772,245,3536.099858
20.936572,250,3552.054607
29.44141,236,3567.720979
14.759573,260,3584.247135
18.697294,247,3600.169679
-152.935097,127,3609.346882
8.801565,241,3624.557342
13.646246,248,3640.017933
6.849684,260,3656.361276
16.481273,250,3672.054392
-158.231002,127,3681.158887
23.713443,240,3696.670603
4.5446,254,3712.144748
18.055069,245,3727.782811
-168.364198,142,3738.233726
-162.076253,130,3747.408756
8.900419,251,3763.187161
-157.692948,130,3772.361757
-147.620063,130,3781.76561
0.761153,246,3797.019422
-154.440983,131,3806.396042
-153.634738,126,3815.585923
12.50018,242,3830.627629
-155.755942,127,3839.776787
-150.424336,126,3848.981309
6.44213,251,3865.093078
19.881215,240,3880.119893
27.477988,230,3895.02701
-156.649034,129,3904.477584
12.964834,253,3920.20868
5.246678,255,3936.321728
-155.728702,128,3945.018475
18.42511,236,3960.267501
-159.895857,132,3969.391681
15.3496,267,3986.029162
-147.348018,127,3995.689776
17.507456,253,4011.235361
-159.47497,130,4020.524794
-144.493752,118,4029.499901
5.192774,278,4046.689517
11.383961,251,4062.381791
-161.028551,132,4071.74199
-169.69056,140,4081.640235
-170.249222,145,4091.374684
18.713417,249,4107.47059
5.831621,270,4124.26141
-164.412343,122,4133.135574
10.304265,257,4149.102238
14.701739,245,4164.723666
17.254826,254,4180.541335
15.767609,241,4196.073737
20.139374,252,4211.790349
14.540306,254,4227.460594
32.856739,235,4242.267354
31.291625,226,4256.59938
-145.301382,123,4265.592022
24.43335,251,4281.50781
-874.255384,1800,4379.089585
22.301836,236,4393.896415
30.162726,235,4409.002965
