episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
50,13301,50,-243.12248110000002,-243.12248110000002,0,0
51,13430,50,-242.13382522000003,-243.12248110000002,1,0
52,13554,50,-240.36447356000005,-240.36447356000005,0,0
53,13680,50,-238.60921568000006,-238.60921568000006,0,0
54,13820,50,-237.90719730000004,-238.60921568000006,1,0
55,13943,50,-237.09956376000005,-237.09956376000005,0,0
56,14071,50,-232.34859802000005,-232.34859802000005,0,0
57,14238,50,-231.25351020000005,-231.25351020000005,0,0
58,14385,50,-231.31239766000007,-231.25351020000005,1,0
59,14535,50,-229.6816982800001,-229.6816982800001,0,0
60,14664,50,-228.16718706000006,-228.16718706000006,0,0
61,14797,50,-227.41561850000008,-228.16718706000006,1,0
62,14933,50,-226.47034238000003,-226.47034238000003,0,0
63,15058,50,-225.05528020000008,-225.05528020000008,0,0
64,15204,50,-225.50046906000006,-225.05528020000008,1,0
65,15335,50,-224.09674766000003,-225.05528020000008,2,0
66,15460,50,-223.76481534000007,-223.76481534000007,0,0
67,15586,50,-223.27684620000002,-223.76481534000007,1,0
68,16037,50,-221.9960201200001,-221.9960201200001,0,0
69,16156,50,-221.02782244000008,-221.9960201200001,1,0
70,16293,50,-221.30636494000007,-221.9960201200001,2,0
71,16413,50,-203.49407080000003,-203.49407080000003,0,0
72,16541,50,-203.10962676000014,-203.49407080000003,1,0
73,16666,50,-202.3253601200001,-202.3253601200001,0,0
74,17354,50,-202.89939900000013,-202.3253601200001,1,0
75,17481,50,-201.2893859400001,-201.2893859400001,0,0
76,17616,50,-200.9462309200001,-201.2893859400001,1,0
77,17748,50,-200.48423392000012,-201.2893859400001,2,0
78,17876,50,-199.24170242000008,-199.24170242000008,0,0
79,17996,50,-198.65327660000003,-199.24170242000008,1,0
80,18133,50,-198.45627826000003,-199.24170242000008,2,0
81,18264,50,-197.5906376,-197.5906376,0,0
82,18401,50,-197.31333374,-197.5906376,1,0
83,18745,50,-194.45163947999998,-194.45163947999998,0,0
84,18893,50,-194.04402304000004,-194.45163947999998,1,0
85,19032,50,-193.49136036,-194.45163947999998,2,0
86,19172,50,-193.48210773999995,-194.45163947999998,3,0
87,19303,50,-192.19467755999997,-192.19467755999997,0,0
88,19770,50,-185.95853456,-185.95853456,0,0
89,19915,50,-185.3078001,-185.95853456,1,0
90,20055,50,-184.43807652000004,-184.43807652000004,0,0
91,20192,50,-183.89743228000006,-184.43807652000004,1,0
92,20333,50,-183.43682006000003,-183.43682006000003,0,0
93,20474,50,-182.94120718000005,-183.43682006000003,1,0
94,20873,50,-178.99757944,-178.99757944,0,0
95,21254,50,-176.53479862000003,-176.53479862000003,0,0
96,21390,50,-166.90768788000003,-166.90768788000003,0,0
97,21512,50,-165.99755893999998,-166.90768788000003,1,0
98,21649,50,-165.80686918,-165.80686918,0,0
99,22009,50,-155.61915922,-155.61915922,0,0
100,22454,50,-153.83428747999997,-153.83428747999997,0,0
101,22883,50,-151.90088594,-151.90088594,0,0
102,23033,50,-152.25856718,-151.90088594,1,0
103,23374,50,-150.0899481,-150.0899481,0,0
104,23512,50,-149.53594729999998,-150.0899481,1,0
105,23940,50,-148.05698919999998,-148.05698919999998,0,0
106,24391,50,-146.94172757999996,-146.94172757999996,0,0
107,25032,50,-146.40929895999997,-146.94172757999996,1,0
108,25171,50,-145.87416477999997,-145.87416477999997,0,0
109,25575,50,-143.43012215999997,-143.43012215999997,0,0
110,26039,50,-142.31393434,-142.31393434,0,0
111,26442,50,-140.5486691,-140.5486691,0,0
112,26573,50,-140.46552802,-140.5486691,1,0
113,27087,50,-139.78456540000002,-140.5486691,2,0
114,27216,50,-138.93433808,-138.93433808,0,0
115,27652,50,-137.57078664000002,-137.57078664000002,0,0
116,28054,50,-135.58080208,-135.58080208,0,0
117,28202,50,-135.82470988000006,-135.58080208,1,0
118,28333,50,-136.28283130000003,-135.58080208,2,0
119,28819,50,-134.97192330000001,-135.58080208,3,0
120,29185,50,-132.41397538,-132.41397538,0,0
121,29658,50,-131.52168534000003,-132.41397538,1,0
122,30359,50,-133.14557324000003,-132.41397538,2,0
123,30908,50,-132.70814688000002,-132.41397538,3,0
124,31261,50,-128.99892170000004,-128.99892170000004,0,0
125,31624,50,-126.67576440000002,-126.67576440000002,0,0
126,31994,50,-124.30757974000002,-124.30757974000002,0,0
127,32461,50,-122.69844206000003,-122.69844206000003,0,0
128,32862,50,-121.09178276000003,-121.09178276000003,0,0
129,33379,50,-120.06044788000001,-120.06044788000001,0,0
130,33798,50,-118.04820974000002,-118.04820974000002,0,0
131,34209,50,-116.13597296000002,-116.13597296000002,0,0
132,34630,50,-113.85785888000004,-113.85785888000004,0,0
133,34955,50,-113.37136544000003,-113.85785888000004,1,0
134,35261,50,-109.79049912,-109.79049912,0,0
135,35383,50,-109.68258852000001,-109.79049912,1,0
136,35721,50,-106.67897296,-106.67897296,0,0
137,35999,50,-103.15824829999998,-103.15824829999998,0,0
138,36340,50,-101.68171611999998,-101.68171611999998,0,0
