episode,reward,moving_average_reward,moving_average_window
1,-153.680367,-153.680367,20
2,-485.43315,-319.5567585,20
3,-273.120612,-304.078043,20
4,16.720413,-223.87842899999998,20
5,-207.776154,-220.65797399999997,20
6,56.145025,-174.5241408333333,20
7,-772.786719,-259.99022342857137,20
8,-793.141512,-326.63413449999996,20
9,54.044281,-284.33653277777773,20
10,-154.562109,-271.35909039999996,20
11,-148.157377,-260.1589346363636,20
12,50.586742,-234.2634615833333,20
13,49.554895,-212.43128030769228,20
14,55.035097,-193.32653907142853,20
15,-778.957153,-232.36857999999995,20
16,-753.076573,-264.91282956249995,20
17,-160.332198,-258.7610277058823,20
18,-109.119718,-250.44762161111106,20
19,45.881489,-234.8513526315789,20
20,62.292348,-219.99416759999994,20
21,-758.477304,-250.23401445,20
22,40.589103,-223.93290179999994,20
23,34.320313,-208.56085554999999,20
24,-154.779756,-217.13586399999994,20
25,-134.568593,-213.47548595000004,20
26,-72.069889,-219.88623165000004,20
27,20.302778,-180.23175680000003,20
28,-136.204736,-147.384918,20
29,-320.145411,-166.09440259999997,20
30,60.327825,-155.3499059,20
31,49.179947,-145.48303969999998,20
32,35.29083,-146.2478353,20
33,-119.5636,-154.70376005,20
34,-50.190509,-159.96504035,20
35,-151.959194,-128.61514240000002,20
36,-125.545342,-97.23858084999999,20
37,-120.813968,-95.26266934999998,20
38,-108.97536,-95.25545144999998,20
39,-144.072866,-104.75316919999997,20
40,-138.912657,-114.81341944999997,20
41,-226.507093,-88.2149089,20
42,-755.86309,-128.03751855000002,20
43,-735.724651,-166.53976675,20
44,-245.035988,-171.05257835,20
45,5.861684,-164.0310645,20
46,-9.05956,-160.88054805000002,20
47,64.740822,-158.65864585000003,20
48,-69.212264,-155.30902225,20
49,56.694673,-136.46701804999998,20
50,-188.471571,-148.90698785,20
51,-203.541065,-161.54303845,20
52,38.112398,-161.40196005,20
53,-118.781902,-161.36287514999998,20
54,-154.064417,-166.55657055,20
55,-76.916957,-162.8044587,20
56,41.164484,-154.46896740000003,20
57,-127.798885,-154.81821325,20
58,66.679547,-146.0354679,20
59,44.71161,-136.5962441,20
60,-136.702629,-136.4857427,20
61,-81.941803,-129.2574782,20
62,-114.974217,-97.21303455,20
63,18.069726,-59.52331570000001,20
64,5.364466,-47.003293000000006,20
65,20.844784,-46.254138000000005,20
66,-89.373186,-50.26981930000001,20
67,-76.163626,-57.31504170000001,20
68,-772.411261,-92.47499155,20
69,-185.301984,-104.57482440000001,20
70,-702.085745,-130.2555331,20
71,-148.60133,-127.50854635,20
72,-23.04957,-130.56664475,20
73,23.406966,-123.45720135000002,20
74,-84.043914,-119.9561762,20
75,38.704783,-114.17508919999997,20
76,60.318355,-113.21739565,20
77,-94.383909,-111.54664685,20
78,-91.4326,-119.45225420000001,20
79,-50.650784,-124.2203739,20
80,-95.395824,-122.15503365000002,20
81,26.029223,-116.75648235000001,20
82,-66.451781,-114.33036055,20
83,44.941549,-112.98676939999999,20
84,-159.952914,-121.25263839999998,20
85,5.700923,-122.00983145000002,20
86,68.700835,-114.10613039999998,20
87,-742.283531,-147.41212564999998,20
88,-828.230242,-150.2030747,20
89,-237.772787,-152.82661485,20
90,42.827336,-115.5809608,20
91,-9.126518,-108.6072202,20
92,-797.28625,-147.3190542,20
93,47.028203,-146.13799235000002,20
94,-763.112131,-180.0914032,20
95,-165.228051,-190.28804490000002,20
96,-120.611432,-199.33453425000002,20
97,-124.721345,-200.85140605,20
98,62.163261,-193.17161299999998,20
99,45.543204,-188.36191359999998,20
100,-334.890708,-200.33665779999998,20
101,25.355598,-200.37033904999998,20
102,-174.470687,-205.77128434999995,20
103,37.554084,-206.1406576,20
104,-24.085103,-199.34726704999997,20
105,-127.882932,-206.02645979999997,20
106,22.63872,-208.32956555,20
107,37.401695,-169.34530424999997,20
108,55.40416,-125.16358414999998,20
109,-212.544917,-123.90219065,20
110,49.885402,-123.54928735000001,20
111,-799.043665,-163.0451447,20
112,-96.769113,-128.01928785,20
113,47.665439,-127.98742604999998,20
114,-762.851802,-127.97440959999999,20
115,-348.242452,-137.12512965,20
