episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
30,8419,30,-194.0196340666666,-194.0196340666666,0,0
31,8469,30,-187.2576236,-187.2576236,0,0
32,8526,30,-169.90015759999997,-169.90015759999997,0,0
33,8703,30,-164.78159053333334,-164.78159053333334,0,0
34,8830,30,-167.0119546,-164.78159053333334,1,0
35,9064,30,-165.1513892666667,-164.78159053333334,2,0
36,9304,30,-171.20773483333338,-164.78159053333334,3,0
37,9484,30,-149.47530980000005,-149.47530980000005,0,0
38,9642,30,-126.66977139999999,-126.66977139999999,0,0
39,9843,30,-133.27367629999998,-126.66977139999999,1,0
40,10053,30,-132.75202789999997,-126.66977139999999,2,0
41,10359,30,-135.36368509999997,-126.66977139999999,3,0
42,11159,30,-162.24534616666662,-126.66977139999999,4,0
43,11959,30,-188.42133103333333,-126.66977139999999,5,0
44,12245,30,-198.42370053333332,-126.66977139999999,6,0
45,12327,30,-172.2630726333333,-126.66977139999999,7,0
46,12416,30,-147.46250553333329,-126.66977139999999,8,0
47,12459,30,-139.9600715333333,-126.66977139999999,9,0
48,12656,30,-138.62982306666663,-126.66977139999999,10,0
49,12688,30,-138.26938359999997,-126.66977139999999,11,0
50,12917,30,-146.6281809,-126.66977139999999,12,0
51,13247,30,-128.13030626666668,-126.66977139999999,13,0
52,13300,30,-128.2128631,-126.66977139999999,14,0
53,13528,30,-133.3162702666667,-126.66977139999999,15,0
54,13731,30,-133.29242563333332,-126.66977139999999,16,0
55,13942,30,-131.37070443333332,-126.66977139999999,17,0
56,13988,30,-127.59622533333335,-126.66977139999999,18,0
57,14181,30,-132.53294743333336,-126.66977139999999,19,0
58,14198,30,-125.770138,-126.66977139999999,20,0
59,14258,30,-113.60823729999998,-113.60823729999998,0,0
60,14491,30,-120.1759191,-113.60823729999998,1,0
61,14679,30,-124.54664410000002,-113.60823729999998,2,0
62,14903,30,-129.55547900000002,-113.60823729999998,3,0
63,14963,30,-124.96770146666667,-113.60823729999998,4,0
64,15048,30,-123.11586896666667,-113.60823729999998,5,0
65,15130,30,-117.35573636666666,-113.60823729999998,6,0
66,15301,30,-116.14999783333334,-113.60823729999998,7,0
67,15470,30,-114.6616531,-113.60823729999998,8,0
68,16270,30,-136.77618313333332,-113.60823729999998,9,0
69,16515,30,-138.15048706666667,-113.60823729999998,10,0
70,17315,30,-156.92292333333333,-113.60823729999998,11,0
71,17578,30,-154.3260645666667,-113.60823729999998,12,0
72,17695,30,-129.89894723333336,-113.60823729999998,13,0
73,17758,30,-104.59456000000002,-104.59456000000002,0,0
74,17913,30,-99.22815753333333,-99.22815753333333,0,0
75,17956,30,-98.13338756666666,-98.13338756666666,0,0
76,17994,30,-95.8207904,-95.8207904,0,0
77,18140,30,-101.1249481,-95.8207904,1,0
78,18309,30,-101.86562596666667,-95.8207904,2,0
79,18436,30,-105.44380786666667,-95.8207904,3,0
80,18584,30,-102.34128296666668,-95.8207904,4,0
81,18649,30,-94.68894003333335,-94.68894003333335,0,0
82,18800,30,-98.17441266666668,-94.68894003333335,1,0
83,18859,30,-92.71696430000001,-92.71696430000001,0,0
84,19072,30,-92.91324753333335,-92.71696430000001,1,0
85,19172,30,-90.1593182,-90.1593182,0,0
86,19203,30,-89.24143983333335,-90.1593182,1,0
87,20003,30,-109.72426136666668,-90.1593182,2,0
88,20803,30,-139.55458766666666,-90.1593182,3,0
89,21088,30,-148.97073423333333,-90.1593182,4,0
90,21136,30,-142.9864020666667,-90.1593182,5,0
91,21223,30,-140.5592259,-90.1593182,6,0
92,22023,30,-163.30296033333335,-90.1593182,7,0
93,22083,30,-162.33767776666667,-90.1593182,8,0
94,22883,30,-187.95356433333333,-90.1593182,9,0
95,23120,30,-194.1559921666667,-90.1593182,10,0
96,23324,30,-195.19726703333333,-90.1593182,11,0
97,23555,30,-196.81585766666663,-90.1593182,12,0
98,23578,30,-168.99670693333334,-90.1593182,13,0
99,23643,30,-161.30186733333338,-90.1593182,14,0
100,24041,30,-149.06203276666668,-90.1593182,15,0
101,24108,30,-143.2634685,-90.1593182,16,0
102,24358,30,-148.31083906666666,-90.1593182,17,0
103,24419,30,-147.83926846666665,-90.1593182,18,0
104,24538,30,-145.84064143333336,-90.1593182,19,0
105,24723,30,-151.3935652666667,-90.1593182,20,0
106,24798,30,-152.64955310000002,-90.1593182,21,0
107,24871,30,-148.25669963333337,-90.1593182,22,0
108,24918,30,-143.3621409666667,-90.1593182,23,0
109,25235,30,-148.75861206666667,-90.1593182,24,0
110,25284,30,-143.91590453333336,-90.1593182,25,0
111,26084,30,-171.41833413333336,-90.1593182,26,0
112,26233,30,-172.42891186666668,-90.1593182,27,0
113,26282,30,-172.33811553333337,-90.1593182,28,0
114,27082,30,-192.43474513333334,-90.1593182,29,0
115,27536,30,-204.23285763333334,-90.1593182,30,1
