episode,timesteps,reward,status,recent_average_reward,recent_success_rate,distance_to_target,targets_reached,saved
1,67,74.926132,success,74.926132,1.0,0.08939511328935623,0,best_episode_model+best_average_model+best_success_model+best_precision_model
2,131,76.043924,success,75.485028,1.0,0.08940072357654572,0,best_episode_model+best_average_model
3,172,82.334536,success,77.76819733333333,1.0,0.09953030198812485,0,best_episode_model+best_average_model
7,737,84.524301,success,65.22698185714286,1.0,0.08815662562847137,0,best_episode_model+best_precision_model
12,1936,84.960843,success,30.36206241666667,0.8333333333333334,0.09946466982364655,0,best_episode_model
16,2515,80.510342,success,36.57823418750001,0.875,0.08602763712406158,0,best_precision_model
17,2652,64.243087,success,38.20557847058824,0.8823529411764706,0.08265582472085953,0,best_precision_model
18,2700,87.111853,success,40.922593722222224,0.8888888888888888,0.08939473330974579,0,best_episode_model
37,4952,84.037298,success,61.52369735,1.0,0.0820033922791481,0,best_precision_model
43,5385,88.699114,success,62.13400109999999,1.0,0.09722065925598145,0,best_episode_model
53,6374,89.03845,success,64.82008090000001,1.0,0.09310872852802277,0,best_episode_model
56,6488,89.134587,success,72.14894295,1.0,0.0976434126496315,0,best_episode_model
65,6976,85.147964,success,77.87127135,1.0,0.09342177212238312,0,best_average_model
71,7429,86.349703,success,79.27783775000002,1.0,0.09671048074960709,0,best_average_model
72,7452,82.933178,success,80.45409370000002,1.0,0.09538126736879349,0,best_average_model
84,8263,90.496168,success,77.11511095,1.0,0.09153786301612854,0,best_episode_model
101,9249,94.592507,success,78.78739845,1.0,0.09145745635032654,0,best_episode_model
102,9530,27.580346,success,76.82070454999999,1.0,0.07903026044368744,0,best_precision_model
107,9810,82.134688,success,75.52488170000001,1.0,0.07719025760889053,0,best_precision_model
118,10501,89.976857,success,73.8794067,1.0,0.07598850876092911,0,best_precision_model
124,10743,90.667983,success,79.1257791,1.0,0.07248053699731827,0,best_precision_model
130,11009,86.185126,success,81.24263065000001,1.0,0.09264624863862991,0,best_average_model
134,11230,89.785635,success,82.92857740000001,1.0,0.0815080925822258,0,best_average_model
135,11284,88.848309,success,83.13825855,1.0,0.0952666699886322,0,best_average_model
136,11360,80.2401,success,83.81609030000001,1.0,0.09398552775382996,0,best_average_model
175,13127,83.267724,success,81.27485779999998,1.0,0.03457343205809593,0,best_precision_model
181,13345,86.610535,success,84.2516241,1.0,0.08210249990224838,0,best_average_model
183,13470,90.218096,success,84.30904,1.0,0.08414449542760849,0,best_average_model
214,14899,87.8113,success,84.55047534999997,1.0,0.09945790469646454,0,best_average_model
217,14985,85.227905,success,84.67286969999999,1.0,0.08662605285644531,0,best_average_model
262,17151,91.086032,success,84.84787829999999,1.0,0.08939214795827866,0,best_average_model
264,17234,87.887455,success,85.74199784999999,1.0,0.09168435633182526,0,best_average_model
267,17341,90.28171,success,85.75748709999999,1.0,0.09051408618688583,0,best_average_model
268,17375,89.92871,success,86.5842989,1.0,0.08561340719461441,0,best_average_model
273,17528,86.513962,success,86.9651038,1.0,0.09180370718240738,0,best_average_model
275,17601,83.424075,success,87.10380285,1.0,0.09262148290872574,0,best_average_model
394,22536,91.12688,success,87.22101539999998,1.0,0.09893866628408432,0,best_average_model
402,22824,86.21896,success,87.27223674999998,1.0,0.09519839286804199,0,best_average_model
423,23596,95.842228,success,84.12893770000001,1.0,0.07615036517381668,0,best_episode_model
636,30982,78.007026,success,84.98554435000001,1.0,0.03405435383319855,0,best_precision_model
654,31550,90.05946,success,87.3066175,1.0,0.0834302306175232,0,best_average_model
656,31666,90.603813,success,87.57348795,1.0,0.09731898456811905,0,best_average_model
657,31698,89.7553,success,87.67280865000001,1.0,0.07978830486536026,0,best_average_model
661,31860,80.58637,success,87.70254535000001,1.0,0.08967656642198563,0,best_average_model
662,31880,85.759829,success,87.82917570000002,1.0,0.08587217330932617,0,best_average_model
885,39560,89.818491,success,87.90478999999999,1.0,0.09607919305562973,0,best_average_model
887,39629,91.382582,success,88.09355339999999,1.0,0.08154189586639404,0,best_average_model
923,40778,91.892166,success,88.13537375,1.0,0.07172627747058868,0,best_average_model
924,40811,90.412802,success,88.2373491,1.0,0.08206621557474136,0,best_average_model
