#{"t_start": 1780062148.0451503, "env_id": "None"}
r,l,t
-482.943625,800,4.617308
-380.931426,800,8.953908
-721.35542,800,12.653823
-681.462363,800,17.012912
-621.660762,800,20.81172
-567.929109,800,25.175841
-436.529094,800,29.014252
-264.845507,800,33.71039
-403.088949,800,37.74743
-332.978211,800,42.123562
-251.244984,800,46.199818
-280.784624,800,50.341654
-582.131446,800,54.752874
-144.0939,800,59.0507
-275.16506,800,64.115292
-121.975913,800,68.529809
-156.446636,800,73.330125
-153.476402,800,78.273612
-171.986817,800,82.585462
-341.60365,800,87.05195
-129.658767,800,91.218805
-410.316351,800,95.619954
-161.293574,800,99.577525
-359.808546,800,103.970272
-249.333513,800,107.951228
-271.939812,800,112.010607
-266.233195,800,116.017244
-167.115193,800,120.151344
-326.169819,800,124.51791
-259.218591,800,128.566327
-285.453344,800,132.493932
-413.330237,800,136.65037
-255.189775,800,140.936757
-195.973378,800,145.122918
-134.556604,800,149.459111
-470.089685,800,153.878437
-223.191051,800,158.483799
-446.470034,800,163.152
-197.992372,800,167.217017
-762.141354,800,171.992345
-222.870676,800,176.481876
-45.716807,800,180.713041
-129.380797,800,185.155824
-279.013704,800,189.440438
-410.281921,800,193.694211
-65.715326,800,198.044389
-355.870771,800,202.049171
-198.473261,800,206.25883
-198.86569,800,210.718104
-381.96967,800,215.263883
-137.244097,800,219.394011
-349.401265,800,224.025818
-290.407772,800,228.163704
-163.493358,800,232.934616
-97.430838,800,236.792557
-335.776878,800,241.416945
-144.100035,800,245.726956
-69.664709,800,250.014739
-152.5636,800,254.410423
-153.951427,800,258.648277
-358.005105,800,262.738906
-204.300199,800,267.068574
-332.762883,800,271.412054
-131.496322,800,275.599136
44.794772,800,279.863301
-92.087969,800,284.312367
-29.259434,800,288.590959
-249.809003,800,292.650645
-275.270056,800,297.068499
-192.837871,800,301.158506
-184.784883,800,305.433619
-341.358709,800,309.402701
297.661451,767,313.539172
-342.056455,800,318.069666
-126.626905,800,322.490784
-225.135157,800,326.952575
-360.066547,800,331.427466
313.827291,627,335.900876
-236.458112,800,339.946912
-95.816537,800,344.086946
-243.982281,800,348.932534
-120.14925,800,353.139162
-196.790298,800,357.528109
-116.932497,800,361.757405
-286.67726,800,365.818331
-122.472773,800,370.273918
-65.656457,800,374.825621
