episode,timesteps,reward,status,recent_average_reward,recent_success_rate,distance_to_target,targets_reached,saved
1,135,-507.904451,unsafe_sonar,-507.904451,0.0,4.1080780029296875,0,best_episode_model+best_average_model+best_success_model+best_precision_model
2,252,-443.357908,unsafe_sonar,-475.63117950000003,0.0,5.091216564178467,0,best_episode_model+best_average_model
3,366,-429.73474,unsafe_sonar,-460.33236633333337,0.0,5.107494354248047,0,best_episode_model+best_average_model
4,1266,-782.724653,timeout,-540.9304380000001,0.0,1.2485768795013428,0,best_precision_model
5,1381,-422.513322,unsafe_sonar,-517.2470148,0.0,5.0701985359191895,0,best_episode_model
7,1633,-420.321095,unsafe_sonar,-500.78543514285724,0.0,5.084683895111084,0,best_episode_model
29,5365,-774.422163,timeout,-492.06375959999997,0.0,1.0260251760482788,0,best_precision_model
34,6838,-731.763696,timeout,-497.65240575000007,0.0,0.9546089768409729,0,best_precision_model
56,10731,-413.211947,unsafe_sonar,-473.07125730000007,0.0,5.091343879699707,0,best_episode_model
65,12052,-409.727552,unsafe_sonar,-463.61144665,0.0,5.061805248260498,0,best_episode_model
66,12165,-407.882064,unsafe_sonar,-461.68830515,0.0,5.111282825469971,0,best_episode_model
69,12596,-472.776613,unsafe_sonar,-459.96219410000015,0.0,3.639955997467041,0,best_average_model
72,12991,-399.559907,unsafe_sonar,-457.0745920000001,0.0,5.062183380126953,0,best_episode_model+best_average_model
78,13797,-413.01608,unsafe_sonar,-454.9584179,0.0,5.089641571044922,0,best_average_model
79,13904,-383.308517,unsafe_sonar,-452.04780335,0.0,5.084198951721191,0,best_episode_model+best_average_model
80,14020,-422.912987,unsafe_sonar,-444.21826555000007,0.0,5.0687336921691895,0,best_average_model
81,14133,-408.634841,unsafe_sonar,-441.3978667,0.0,5.067201137542725,0,best_average_model
93,15774,-404.476436,unsafe_sonar,-440.27474674999996,0.0,5.105958938598633,0,best_average_model
94,15911,-447.816176,unsafe_sonar,-433.87697310000004,0.0,3.6127090454101562,0,best_average_model
95,16023,-402.029265,unsafe_sonar,-432.90335534999997,0.0,5.1122002601623535,0,best_average_model
102,16897,-380.93215,unsafe_sonar,-424.39438505,0.0,5.095990180969238,0,best_episode_model+best_average_model
118,18827,-419.54111,unsafe_sonar,-423.3512347499999,0.0,5.060539722442627,0,best_average_model
120,19047,-385.932982,unsafe_sonar,-421.44882935,0.0,5.089090347290039,0,best_average_model
123,19391,-413.486474,unsafe_sonar,-419.91305059999996,0.0,5.106551647186279,0,best_average_model
124,19500,-396.137667,unsafe_sonar,-418.3307688000001,0.0,5.095654487609863,0,best_average_model
125,19612,-409.359693,unsafe_sonar,-416.5518964,0.0,5.125461578369141,0,best_average_model
