episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
78,22781,30,-212.0212546333334,-212.0212546333334,0,0
79,23081,30,-210.13613633333338,-210.13613633333338,0,0
80,23381,30,-208.8302764333334,-208.8302764333334,0,0
81,23462,30,-199.8331742000001,-199.8331742000001,0,0
82,23566,30,-193.13638543333343,-193.13638543333343,0,0
83,23633,30,-183.9060531000001,-183.9060531000001,0,0
84,23933,30,-183.3291813000001,-183.9060531000001,1,0
85,24233,30,-181.2040984333334,-181.2040984333334,0,0
86,24311,30,-172.55908216666668,-172.55908216666668,0,0
87,24573,30,-165.26842293333337,-165.26842293333337,0,0
88,24720,30,-159.60544943333335,-159.60544943333335,0,0
89,25020,30,-158.43787000000003,-158.43787000000003,0,0
90,25320,30,-157.3496192333333,-157.3496192333333,0,0
91,25620,30,-156.42415206666664,-157.3496192333333,1,0
92,25920,30,-158.39469483333332,-157.3496192333333,2,0
93,26112,30,-152.04835686666664,-152.04835686666664,0,0
94,26412,30,-151.63118803333327,-152.04835686666664,1,0
95,26587,30,-145.02774289999996,-145.02774289999996,0,0
96,26887,30,-145.41097916666664,-145.02774289999996,1,0
97,27187,30,-145.70490956666666,-145.02774289999996,2,0
98,27487,30,-151.24421113333332,-145.02774289999996,3,0
99,27787,30,-150.7900881,-145.02774289999996,4,0
100,28087,30,-148.9158655,-145.02774289999996,5,0
101,28387,30,-149.22855093333334,-145.02774289999996,6,0
102,28673,30,-145.04914169999998,-145.02774289999996,7,0
103,28973,30,-144.54127699999998,-145.02774289999996,8,0
104,29058,30,-144.41999873333333,-145.02774289999996,9,0
105,29358,30,-144.4055937,-145.02774289999996,10,0
106,29441,30,-136.2280342333333,-136.2280342333333,0,0
107,29741,30,-134.25107103333332,-134.25107103333332,0,0
108,29799,30,-125.83974016666666,-125.83974016666666,0,0
109,30099,30,-125.37637029999999,-125.83974016666666,1,0
110,30200,30,-117.94246896666664,-117.94246896666664,0,0
111,30275,30,-117.72893849999997,-117.94246896666664,1,0
112,30575,30,-124.41984509999997,-117.94246896666664,2,0
113,30875,30,-133.54003059999997,-117.94246896666664,3,0
114,31175,30,-132.27090073333332,-117.94246896666664,4,0
115,31475,30,-132.80977019999997,-117.94246896666664,5,0
116,31775,30,-140.8222279,-117.94246896666664,6,0
117,31836,30,-136.40714789999998,-117.94246896666664,7,0
118,32136,30,-142.29892836666664,-117.94246896666664,8,0
119,32436,30,-142.7273884,-117.94246896666664,9,0
120,32565,30,-135.03979786666667,-117.94246896666664,10,0
121,32865,30,-134.72456473333332,-117.94246896666664,11,0
122,33165,30,-136.95427823333333,-117.94246896666664,12,0
123,33442,30,-139.25506533333333,-117.94246896666664,13,0
124,33742,30,-138.76155516666665,-117.94246896666664,14,0
125,34042,30,-144.8790908,-117.94246896666664,15,0
126,34342,30,-145.41638226666666,-117.94246896666664,16,0
127,34522,30,-138.04836613333333,-117.94246896666664,17,0
128,34822,30,-138.6687737333333,-117.94246896666664,18,0
129,34925,30,-131.13073733333334,-117.94246896666664,19,0
130,35225,30,-132.15403893333334,-117.94246896666664,20,0
131,35525,30,-132.30026890000002,-117.94246896666664,21,0
132,35765,30,-131.19484493333331,-117.94246896666664,22,0
133,36065,30,-131.10872196666665,-117.94246896666664,23,0
134,36365,30,-139.32764663333333,-117.94246896666664,24,0
135,36665,30,-138.3547239,-117.94246896666664,25,0
136,36965,30,-145.9363061,-117.94246896666664,26,0
137,37265,30,-144.95093519999998,-117.94246896666664,27,0
138,37565,30,-153.70247936666664,-117.94246896666664,28,0
139,37865,30,-152.8117048,-117.94246896666664,29,0
140,37918,30,-151.7258612666666,-117.94246896666664,30,1
