episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
30,9000,30,-436.5961234333334,-436.5961234333334,0,0
31,9300,30,-426.2720715000001,-426.2720715000001,0,0
32,9600,30,-421.2308703,-421.2308703,0,0
33,9900,30,-410.3912183000001,-410.3912183000001,0,0
34,10200,30,-403.63685646666664,-403.63685646666664,0,0
35,10500,30,-398.00997283333334,-398.00997283333334,0,0
36,10800,30,-394.49636436666674,-394.49636436666674,0,0
37,11100,30,-392.86671433333333,-392.86671433333333,0,0
38,11400,30,-390.60805546666666,-390.60805546666666,0,0
39,11700,30,-389.7167982666667,-390.60805546666666,1,0
40,12000,30,-389.15756566666664,-389.15756566666664,0,0
41,12300,30,-389.4536000666667,-389.15756566666664,1,0
42,12600,30,-389.5134901,-389.15756566666664,2,0
43,12900,30,-383.4860230666667,-383.4860230666667,0,0
44,13200,30,-377.5760716666667,-377.5760716666667,0,0
45,13500,30,-373.4594731666667,-373.4594731666667,0,0
46,13800,30,-367.5297034333333,-367.5297034333333,0,0
47,14100,30,-364.43286809999995,-364.43286809999995,0,0
48,14400,30,-362.66895396666666,-362.66895396666666,0,0
49,14700,30,-357.1878668666666,-357.1878668666666,0,0
50,15000,30,-352.0836854666667,-352.0836854666667,0,0
51,15300,30,-348.69392429999994,-348.69392429999994,0,0
52,15600,30,-342.90975906666665,-342.90975906666665,0,0
53,15900,30,-338.3120930666667,-338.3120930666667,0,0
54,16200,30,-333.56127000000004,-333.56127000000004,0,0
55,16423,30,-330.1111838333333,-330.1111838333333,0,0
56,16723,30,-325.57312286666667,-325.57312286666667,0,0
57,17023,30,-322.15500786666666,-322.15500786666666,0,0
58,17132,30,-313.96167876666664,-313.96167876666664,0,0
59,17432,30,-312.1981798333333,-312.1981798333333,0,0
60,17732,30,-309.78133109999993,-309.78133109999993,0,0
61,18032,30,-306.47763286666657,-306.47763286666657,0,0
62,18321,30,-296.86079129999985,-296.86079129999985,0,0
63,18621,30,-294.5282692999999,-294.5282692999999,0,0
64,18921,30,-288.31976636666667,-288.31976636666667,0,0
65,19221,30,-286.7760825666666,-286.7760825666666,0,0
66,19521,30,-281.2081065,-281.2081065,0,0
67,19821,30,-274.34230253333334,-274.34230253333334,0,0
68,19995,30,-261.88050143333334,-261.88050143333334,0,0
69,20295,30,-254.76252973333334,-254.76252973333334,0,0
70,20595,30,-251.3205229666667,-251.3205229666667,0,0
71,20895,30,-244.92060393333338,-244.92060393333338,0,0
72,21195,30,-240.1199499666667,-240.1199499666667,0,0
73,21495,30,-237.0740749666667,-237.0740749666667,0,0
74,21581,30,-226.19086650000003,-226.19086650000003,0,0
75,21881,30,-221.8793376,-221.8793376,0,0
76,22181,30,-217.21331890000005,-217.21331890000005,0,0
77,22481,30,-215.7349419666667,-215.7349419666667,0,0
