#{"t_start": 1780757301.810501, "env_id": "None"}
r,l,t
-1380.084603,338,22.187828
-3754.188524,700,62.664371
-2737.883331,576,96.309333
-927.981188,245,112.767369
-3148.06731,700,152.861984
-3324.653245,651,190.876833
-492.57142,181,204.028902
-2671.546588,561,237.106054
-1272.182059,317,257.46887
-2348.191728,496,287.129142
-1521.810845,355,309.134342
-789.432095,220,324.425132
-1351.003392,344,346.180125
-1699.955335,372,369.138162
-1087.486584,260,386.601312
-999.603199,261,403.775043
-809.439449,215,419.004906
-1083.630494,289,437.854205
-530.655425,186,451.455271
-1717.982286,401,475.803309
-527.437396,166,488.568171
-1333.935486,336,509.585338
-337.473397,134,520.416621
-1431.811218,333,541.370322
-3227.899032,700,581.817799
-1267.531984,289,600.48488
-725.259173,199,614.697355
-1150.355859,287,633.298486
-1144.250478,290,652.284009
-1087.69721,282,670.631242
-766.135025,193,684.657505
-1308.114769,343,706.061466
-662.049928,167,718.735038
-497.436474,176,731.580832
-980.943649,267,749.30316
-525.581875,162,761.46836
-1133.339025,290,780.374447
-810.654297,217,795.901086
-1396.542801,380,819.785836
-1197.366195,320,840.270002
-1535.489842,381,864.200009
-610.867124,169,876.786927
-3360.460452,667,916.052114
-2500.376001,509,946.655087
-515.224811,172,959.473817
-333.681615,111,969.034501
-1328.084606,303,988.955377
-1584.803905,371,1012.316699
-3403.845366,695,1052.657869
-553.904048,159,1064.81754
-3879.151756,700,1105.853066
-4132.741592,700,1146.535444
-3919.961782,700,1187.209858
-674.054435,231,1203.367024
-1816.547199,416,1229.199511
-693.532169,229,1244.927706
-1586.21984,365,1268.146951
-2048.981174,470,1296.856864
-1304.675627,340,1318.349166
-1221.944207,318,1339.085541
-1149.300848,288,1357.729622
-658.349171,187,1371.756991
-2576.524828,530,1403.614343
-1771.162702,404,1428.872716
-2248.633904,527,1460.632025
-1733.19628,411,1485.700552
-1995.220348,456,1513.444012
-4037.537724,700,1553.910849
-3574.795977,700,1594.134296
-924.144373,253,1611.288139
-405.14433,144,1622.562098
-628.309656,196,1636.388869
