episode,timesteps,reward,status,recent_average_reward,recent_success_rate,distance_to_target,targets_reached,saved
1,338,-1380.084603,success,-1380.084603,1.0,0.08551890403032303,2,best_average_model
26,9626,-1267.531984,success,-1325.0789706,0.95,0.09724079817533493,2,best_average_model
28,10112,-1150.355859,success,-1260.6538218,0.95,0.0951397493481636,2,best_average_model
29,10402,-1144.250478,success,-1254.25724275,0.95,0.09928204864263535,2,best_average_model
30,10684,-1087.69721,success,-1191.23251685,0.95,0.09286372363567352,2,best_average_model
31,10877,-766.135025,success,-1153.4487258499998,0.95,0.07798288017511368,2,best_average_model
33,11387,-662.049928,success,-1144.9351863499999,0.95,0.09615342319011688,2,best_average_model
34,11563,-497.436474,success,-1084.8092432999997,0.95,0.09966502338647842,2,best_average_model
35,11830,-980.943649,success,-1079.4820965499998,0.95,0.09249167144298553,2,best_average_model
36,11992,-525.581875,success,-1055.7810303499998,0.95,0.08909593522548676,2,best_average_model
