#{"t_start": 1780057158.6702023, "env_id": "None"}
r,l,t
-545.504881,800,5.369192
-259.971237,800,9.789635
-643.376542,800,14.076165
-322.816957,800,18.298578
-586.475715,800,22.469876
-244.557676,800,26.465605
-584.813806,800,30.898043
-640.311658,800,35.31454
-912.345442,800,39.929594
-477.863554,800,44.800956
-249.253575,800,49.631296
-461.921772,800,54.248425
-599.090664,800,59.520374
-427.413347,800,63.493561
18.780818,560,67.343619
-95.319791,574,72.394815
-435.593704,800,77.06199
-497.0893,800,81.946025
-258.008893,800,86.576283
156.533265,612,90.807657
-49.846476,588,95.350605
86.576237,538,99.090064
98.55583,582,103.647931
72.432117,681,108.071836
-623.962432,800,112.274175
72.987086,608,116.573436
94.413673,558,120.596801
-330.532602,800,125.595735
148.425877,498,129.755988
98.141698,587,133.209288
169.533741,436,138.120166
141.900836,517,142.141046
120.949514,581,146.042167
144.096796,483,149.562545
97.249705,572,153.520551
49.049666,723,157.757458
143.512977,600,161.462643
-550.146855,800,166.550416
203.462465,474,170.477007
159.557059,498,174.070025
173.210599,500,177.903663
153.02601,618,181.288166
165.438211,553,185.340801
151.198093,660,189.587342
81.383451,487,193.619538
203.091436,505,197.787028
126.723419,643,201.813142
138.388811,640,205.644298
169.081138,589,208.954255
170.014466,615,212.628699
-345.088489,800,217.170523
67.282379,783,220.964005
-556.38302,800,226.378192
182.989831,560,229.818295
197.346841,554,233.743598
-190.265256,800,237.834424
125.166262,601,241.634952
137.642906,580,245.513338
211.438144,485,249.20092
159.488252,627,253.211069
136.845485,605,256.515682
-298.61528,800,261.045915
162.019386,582,264.889384
154.187072,586,268.226934
200.7145,517,272.047852
-208.360747,800,276.612851
174.403562,593,280.475897
141.923957,595,283.902823
92.24536,689,287.843511
132.692429,567,291.605865
-460.046588,800,296.136341
165.377791,705,299.67228
90.881007,621,303.584531
148.610303,669,307.047903
124.587528,668,310.927366
194.860473,627,314.771929
185.811925,596,318.469314
128.660422,664,322.302454
-181.324592,800,325.90335
21.885665,717,330.076343
162.387957,703,333.642076
-286.138183,800,337.929248
14.390325,795,341.500887
55.409707,707,345.659215
167.155916,625,349.120738
183.621751,719,353.093845
112.232567,623,356.787168
19.791123,710,360.817189
187.224415,556,364.713438
-228.299577,800,369.154847
159.393745,661,372.999296
177.354881,655,376.804762
-243.070852,800,381.594432
151.902063,640,385.300656
-265.233691,800,388.950978
105.476188,537,392.832648
149.395152,679,396.608607
109.736097,670,400.08405
-398.66286,800,404.572862
92.873445,775,408.459545
-363.095635,800,412.865364
212.04143,656,416.216417
59.056632,744,420.433071
96.479402,715,424.303477
