episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
30,10387,30,-198.90678990000004,-198.90678990000004,0,0
31,10555,30,-200.88266490000007,-198.90678990000004,1,0
32,10963,30,-186.28025663333335,-186.28025663333335,0,0
33,11003,30,-176.00862820000006,-176.00862820000006,0,0
34,11803,30,-174.74468820000004,-174.74468820000004,0,0
35,12015,30,-179.04483160000004,-174.74468820000004,1,0
36,12059,30,-177.1872631333334,-174.74468820000004,2,0
37,12088,30,-176.77365880000008,-174.74468820000004,3,0
38,12271,30,-173.1440776333334,-173.1440776333334,0,0
39,12535,30,-171.91758783333336,-171.91758783333336,0,0
40,12536,30,-171.5487588333334,-171.91758783333336,1,0
41,12576,30,-171.64926733333334,-171.91758783333336,2,0
42,12768,30,-171.8633475333334,-171.91758783333336,3,0
43,12895,30,-168.82003110000005,-168.82003110000005,0,0
44,13155,30,-151.2265603,-151.2265603,0,0
45,13202,30,-143.1853744,-143.1853744,0,0
46,13394,30,-146.27267406666667,-143.1853744,1,0
47,13428,30,-122.91328083333333,-122.91328083333333,0,0
48,13593,30,-122.48586423333332,-122.91328083333333,1,0
49,13745,30,-118.58135596666666,-118.58135596666666,0,0
50,13845,30,-114.21316776666664,-114.21316776666664,0,0
51,13899,30,-113.99474106666666,-114.21316776666664,1,0
52,14228,30,-114.59502286666664,-114.21316776666664,2,0
53,14400,30,-113.89836783333331,-114.21316776666664,3,0
54,14442,30,-103.66482206666666,-103.66482206666666,0,0
55,14621,30,-84.26639476666666,-84.26639476666666,0,0
56,14830,30,-85.05505836666667,-84.26639476666666,1,0
57,15137,30,-87.34630186666668,-84.26639476666666,2,0
58,15298,30,-67.40577426666667,-67.40577426666667,0,0
59,15417,30,-68.94413049999999,-67.40577426666667,1,0
60,15739,30,-52.62961570000001,-52.62961570000001,0,0
61,16061,30,-56.1183363,-52.62961570000001,1,0
62,16284,30,-51.53011163333334,-51.53011163333334,0,0
63,16392,30,-53.1270876,-51.53011163333334,1,0
64,16460,30,-31.8644186,-31.8644186,0,0
65,16511,30,-27.197399100000002,-27.197399100000002,0,0
66,16814,30,-33.35010813333333,-27.197399100000002,1,0
67,16898,30,-34.640522900000015,-27.197399100000002,2,0
68,16997,30,-32.960641200000005,-27.197399100000002,3,0
69,17055,30,-26.8237807,-27.197399100000002,4,0
70,17225,30,-25.622978500000002,-25.622978500000002,0,0
71,18025,30,-48.71431776666667,-25.622978500000002,1,0
72,18394,30,-52.83347046666666,-25.622978500000002,2,0
73,18444,30,-49.97254126666667,-25.622978500000002,3,0
74,18742,30,-52.58099926666667,-25.622978500000002,4,0
75,19330,30,-67.85852153333333,-25.622978500000002,5,0
76,19797,30,-74.43255909999999,-25.622978500000002,6,0
77,20048,30,-79.55851766666667,-25.622978500000002,7,0
78,20605,30,-90.25715970000002,-25.622978500000002,8,0
79,20986,30,-96.78583543333336,-25.622978500000002,9,0
80,21786,30,-116.98342590000001,-25.622978500000002,10,0
81,22586,30,-139.59679403333334,-25.622978500000002,11,0
82,22683,30,-133.61105200000003,-25.622978500000002,12,0
83,22801,30,-131.6483724666667,-25.622978500000002,13,0
84,22984,30,-135.8039717666667,-25.622978500000002,14,0
85,23101,30,-133.7878236666667,-25.622978500000002,15,0
86,23299,30,-134.08123353333335,-25.622978500000002,16,0
87,23361,30,-127.18513280000002,-25.622978500000002,17,0
88,23420,30,-124.85907883333336,-25.622978500000002,18,0
89,23629,30,-127.49263660000003,-25.622978500000002,19,0
90,23738,30,-121.47967423333336,-25.622978500000002,20,0
91,24001,30,-121.43627600000003,-25.622978500000002,21,0
92,24060,30,-117.51689883333337,-25.622978500000002,22,0
93,24860,30,-138.73044870000004,-25.622978500000002,23,0
94,24911,30,-138.4964525666667,-25.622978500000002,24,0
95,25109,30,-142.36981083333336,-25.622978500000002,25,0
96,25183,30,-136.61325270000003,-25.622978500000002,26,0
97,25350,30,-138.9038952666667,-25.622978500000002,27,0
98,26150,30,-161.38496723333338,-25.622978500000002,28,0
99,26339,30,-165.10845500000005,-25.622978500000002,29,0
100,26571,30,-166.56406540000003,-25.622978500000002,30,1
