#{"t_start": 1780687223.2155292, "env_id": "None"}
r,l,t
24.933611,99,8.353853
-637.880602,800,53.232846
-240.262823,430,78.52472
-631.066493,800,123.148799
54.309155,67,129.220926
8.311785,96,136.418174
59.023183,34,140.618975
-156.751314,317,160.134724
-158.62298,372,181.664063
-98.268463,304,200.212229
63.171178,57,205.15592
-47.95282,180,217.00424
-106.04845,272,234.05666
-607.235363,800,278.840621
-176.158565,356,299.477351
44.764072,56,304.772644
-626.486881,800,349.672697
-56.919279,161,360.434335
-157.603557,290,377.9274
-108.399315,291,395.550442
53.438373,52,400.41127
-145.105691,270,417.213199
-89.301496,241,431.723439
-243.881559,411,455.786635
-642.900947,800,501.032338
-26.156861,131,510.405207
-80.580081,222,524.813174
-632.219604,800,569.077884
42.347409,78,575.56935
-647.699319,800,620.161077
-34.342639,168,631.263281
-199.808354,408,654.987247
67.88603,40,659.535887
-593.148293,800,703.725611
-74.695147,212,717.208322
64.038839,44,721.588291
71.431313,29,725.458852
-47.863879,183,737.467392
-121.828286,264,753.814545
-87.203593,1,756.99758
60.155923,40,761.452084
-54.375226,192,773.357655
-14.748957,127,782.720669
-79.431239,260,798.571279
65.077012,47,803.482015
-47.854918,192,816.067427
74.294916,34,819.923747
-44.096781,165,830.923844
-40.468309,152,841.307532
22.646331,100,848.771492
59.991174,54,853.975711
-163.114145,329,873.040857
-68.401845,172,884.685851
63.124814,42,889.382769
-60.948128,179,900.743553
-49.816769,209,913.957019
-149.317386,307,932.673908
-34.003776,161,943.450932
-3.803278,119,951.985603
-158.263875,322,971.187227
-139.004257,322,990.818427
-62.161614,223,1004.795927
19.976751,108,1013.236745
44.731777,68,1018.859983
65.315438,51,1024.031632
-120.542432,303,1041.78228
32.71887,84,1049.048707
2.532572,99,1056.313589
62.277529,58,1061.829636
-51.179527,170,1073.087872
-632.584255,800,1118.026767
-177.949807,369,1139.376306
71.078919,50,1144.731116
-157.684979,298,1162.788726
-393.248656,588,1195.856404
-245.076045,467,1222.807401
-79.483841,251,1238.48652
-365.056042,557,1270.477747
-236.328581,381,1292.731927
-583.281383,800,1337.406581
-618.40987,800,1382.028724
16.458116,97,1389.593995
-9.521459,118,1398.131274
-61.543165,183,1410.164993
-0.463685,117,1418.967869
-58.619065,198,1431.240938
57.565636,62,1436.853376
35.777843,59,1441.985859
-82.810011,209,1455.546797
22.124996,109,1463.298878
-137.70231,263,1479.291891
55.419701,59,1484.419467
-616.429745,800,1528.560116
51.751661,51,1533.598588
-50.88531,198,1546.480247
52.154312,74,1552.286547
-36.000407,167,1563.322244
-671.899587,800,1607.511378
-49.427104,189,1619.66628
-94.847839,232,1634.150022
