episode,timesteps,reward,status,recent_average_reward,recent_success_rate,distance_to_target,targets_reached,saved
1,99,24.933611,success,24.933611,1.0,0.07569431513547897,0,best_episode_model+best_average_model+best_success_model+best_precision_model
5,2196,54.309155,success,-285.9934304,0.6,0.08411001414060593,0,best_episode_model
7,2326,59.023183,success,-194.66174057142857,0.7142857142857143,0.09967738389968872,0,best_episode_model
11,3376,63.171178,success,-155.73670572727272,0.8181818181818182,0.08431655913591385,0,best_episode_model
21,6634,53.438373,success,-176.33195795000003,0.8,0.07458943128585815,0,best_precision_model
26,8487,-26.156861,success,-161.36983675000002,0.85,0.07142683863639832,0,best_precision_model
33,11003,67.88603,success,-213.31818135000003,0.75,0.09668765962123871,0,best_episode_model
37,12088,71.431313,success,-171.6810089,0.8,0.09406337141990662,0,best_episode_model
46,13394,-47.854918,success,-117.24315045,0.8,0.055682528764009476,0,best_precision_model
47,13428,74.294916,success,-109.49940060000002,0.8,0.09926315397024155,0,best_episode_model
77,20048,-79.483841,success,-97.8177243,0.95,0.051399245858192444,0,best_precision_model
