#{"t_start": 1780116887.0599685, "env_id": "None"}
r,l,t
-328.103827,800,44.897423
-204.386833,746,86.525959
-355.163025,800,130.663299
-334.129518,800,175.002568
-391.363309,800,218.982731
-38.320989,320,238.242784
-308.143701,800,281.86981
-9.257255,307,300.439901
-7.522662,273,316.937088
-135.210556,602,350.765783
-2.856607,245,365.777811
-311.721704,800,410.105484
52.144153,144,420.082314
-27.605265,287,438.065596
-23.417179,371,459.884606
-20.041268,290,477.47756
22.071077,206,490.569933
-71.587301,519,520.023998
40.815553,163,531.422559
40.938054,128,540.546542
42.302638,159,551.849417
14.354549,220,566.017009
-72.170609,456,592.309129
-8.346954,313,611.454325
71.765828,89,618.713709
74.838226,78,624.97793
56.455209,127,634.529315
17.507194,225,648.172565
-57.81206,392,671.565279
27.562494,178,683.037225
-63.099544,422,708.449924
-15.03969,325,728.154208
71.034354,95,735.956381
1.625735,271,752.116993
65.417838,85,759.423297
-67.15382,507,788.586642
65.991995,88,795.435528
52.960536,137,805.188406
-46.487214,424,831.3259
-71.415372,482,859.814743
33.9752,186,872.707006
-126.004963,628,908.660248
59.490991,122,918.610625
2.066401,255,935.013299
64.947992,92,943.003579
14.19592,241,959.245554
57.921133,126,969.075911
-11.50385,341,990.657493
69.018802,86,998.306024
72.713051,72,1005.2228
58.649804,111,1013.706475
63.548034,101,1021.86453
-19.134651,321,1042.325174
57.522946,127,1052.045234
-17.489882,329,1073.122391
-61.324378,448,1099.244429
-122.467222,693,1138.238537
37.143325,192,1151.289656
-98.835667,565,1183.99464
35.483801,173,1195.122099
31.598123,169,1206.572536
-17.616052,323,1226.470556
53.3391,120,1234.864396
44.29574,168,1246.087179
-16.257624,336,1266.388911
74.032624,72,1272.417943
61.838474,100,1280.012587
-289.083222,800,1324.313778
22.019928,240,1339.528477
65.08674,103,1347.263103
55.683699,126,1356.550018
59.732904,124,1365.23342
-84.98707,529,1395.670274
-86.695577,562,1427.906781
43.762431,183,1440.425471
39.853302,184,1452.263942
69.223568,91,1459.746352
52.660985,143,1469.879028
-29.987776,415,1494.201448
25.757127,210,1508.238394
34.006109,194,1521.110026
19.684192,257,1537.677993
32.28947,197,1551.50617
72.704021,78,1558.542815
43.041662,187,1571.784861
76.565894,66,1578.670603
60.879441,114,1588.103424
5.681711,294,1606.840853
55.333606,132,1617.887715
74.844376,88,1626.567826
42.665273,186,1639.811208
13.851867,238,1656.67949
43.759467,183,1669.220035
-127.685375,751,1712.963709
78.959588,70,1719.692828
46.188602,171,1731.90925
63.640856,104,1740.4762
66.143316,115,1749.977946
-56.744711,477,1778.685253
28.630731,212,1793.879859
57.900753,126,1803.466857
84.222392,45,1809.147073
74.156817,79,1816.534447
59.391271,140,1827.341039
84.841716,45,1832.47439
36.881987,187,1845.723453
-159.189871,729,1887.666858
34.717751,235,1903.858932
68.582099,95,1911.549691
53.526236,148,1922.687814
-49.44767,449,1949.772709
-2.084244,311,1969.873997
76.704171,62,1976.246501
67.150027,100,1984.04095
83.034702,63,1990.324675
82.241284,58,1995.964635
51.407507,146,2006.941099
86.204603,45,2012.281539
71.110488,89,2019.16162
10.507182,278,2036.217099
63.837288,102,2044.676018
61.170094,127,2053.492973
81.101845,58,2059.129375
70.895103,97,2066.949274
