episode,timesteps,reward,status,recent_average_reward,recent_success_rate,final_distance_to_target,abs_final_dx,abs_final_dz,precision_success,saved
1,1500,-1391.103638,timeout,-1391.103638,0.0,0.8884555101394653,0.8863076642155647,0.05760592222213745,0,best_episode_model+best_average_model+best_precision_model
2,3000,-1774.852572,timeout,-1582.9781050000001,0.0,0.7671714425086975,0.6165947318077087,0.36369913816452026,0,best_precision_model
3,4500,-2126.923275,timeout,-1764.2931616666667,0.0,0.5643616318702698,0.279214084148407,0.4290401339530945,0,best_precision_model
4,6000,-1387.418066,timeout,-1670.0743877500001,0.0,0.6774309873580933,0.381131649017334,0.23039233684539795,0,best_episode_model
6,8434,-100.401231,success,-1470.9269473333334,0.16666666666666666,0.09494418650865555,0.09041059017181396,0.028400838375091553,1,best_episode_model+best_success_model+best_precision_model
25,36287,52.568158,success,-1539.06330085,0.1,0.09996722638607025,0.08321112394332886,0.026966750621795654,1,best_episode_model
