#{"t_start": 1780739719.128813, "env_id": "None"}
r,l,t
-94.844054,381,23.109698
-9.314842,211,36.55403
20.37073,160,47.422983
40.32982,125,56.065832
56.325411,82,62.68142
39.659875,128,71.58269
37.624709,127,80.534756
50.047018,106,88.491518
29.132421,137,97.951866
21.686125,154,108.578762
44.209336,108,116.228182
51.512118,102,123.969592
45.644566,105,132.011364
61.653492,77,137.968257
47.718493,101,146.049849
43.313388,112,153.884927
42.826797,124,162.764343
51.458498,101,170.053855
60.536531,76,176.395953
53.886683,98,184.291794
49.305579,99,191.928505
50.500336,97,199.475635
65.339509,74,205.347427
57.473883,83,212.080451
52.532027,101,219.865336
68.887447,64,225.503988
59.70716,91,232.654574
45.344263,111,240.949475
48.731742,100,248.624685
57.444146,92,255.8901
40.550749,121,264.576257
52.845544,99,272.180452
51.654184,101,279.532807
52.564982,101,287.203644
55.446438,99,294.756761
51.951529,93,301.999212
55.642773,96,309.509758
46.794282,109,317.252215
51.905028,100,324.847317
66.414786,70,330.555231
59.276054,80,337.138903
39.172559,123,345.89604
67.15708,70,351.923298
62.482984,75,357.834609
39.469907,125,366.688136
54.68316,96,374.056111
59.219482,93,381.255193
62.699326,79,387.683896
66.385633,70,393.688816
68.576421,68,399.637892
48.467474,106,407.678013
56.962601,95,415.160691
46.427049,112,423.843511
63.437689,73,430.128129
65.863869,72,435.973271
53.219338,93,443.327976
53.985426,89,449.98335
67.956002,69,455.985695
69.160548,62,461.629766
59.688999,83,468.43544
63.820987,75,474.881303
63.044351,78,481.476714
51.909821,107,489.460781
50.422765,100,496.797245
52.925556,92,504.486093
63.581981,74,510.783083
69.828458,64,516.142749
61.002903,79,522.801099
61.614558,75,529.238576
62.223776,73,535.609667
61.145047,75,541.962656
52.552499,109,550.22946
68.33357,68,556.352725
65.342231,72,562.239765
62.98421,77,568.785377
61.04437,82,575.085738
67.598017,71,581.194221
52.244846,97,588.814078
64.154385,77,595.250598
69.825082,71,601.392835
68.305525,66,607.408398
63.51754,76,613.798651
66.64496,72,620.054771
68.230628,66,626.01662
54.971894,99,633.596066
68.41389,67,639.621122
74.292504,52,644.877776
64.363595,74,650.912223
65.51382,70,657.152711
66.879873,70,663.02404
70.294839,66,668.884724
71.829703,62,675.072011
66.669917,66,680.60064
65.601097,72,686.781075
70.453745,66,692.317544
68.227468,68,698.275399
49.814115,101,706.06973
61.179883,86,712.950152
66.439869,68,719.378676
61.840221,81,725.974138
64.719636,71,732.12742
70.1166,63,737.970928
63.150943,72,743.884429
56.61173,92,751.170711
70.256766,66,756.686567
59.713182,81,763.661487
50.658237,101,771.437902
70.985774,64,777.163048
66.572316,78,783.753241
69.901439,68,789.291496
56.767681,87,796.346234
67.991592,69,802.068556
57.455061,84,809.251324
63.240573,74,815.657276
71.489709,66,821.489079
68.870982,66,827.361665
70.395788,64,833.108862
76.314744,46,838.031363
67.170785,73,844.316004
64.369996,80,850.905254
75.947866,46,855.83886
75.426907,49,860.8834
62.321229,73,866.784367
75.923204,46,871.652251
64.966242,68,877.260384
72.43481,63,883.065615
68.489951,71,889.379332
67.917688,68,895.067995
78.803197,42,900.307063
72.106403,55,905.308012
61.734318,80,911.873787
75.588322,48,916.468893
77.741473,46,921.400953
76.657736,45,926.251135
75.319303,49,931.308511
67.459811,76,937.75325
64.953732,72,943.609083
81.181794,39,948.539034
70.85749,66,954.031494
76.216129,44,958.739628
58.374357,90,965.585319
76.920226,49,970.503007
68.175938,70,976.647826
67.078155,69,982.648876
76.487227,48,987.252998
79.102182,40,992.207848
66.706506,70,997.954312
68.212629,71,1004.01004
70.131669,70,1009.616712
73.287892,53,1014.789362
75.164066,51,1019.93891
75.122358,52,1024.667774
69.005546,65,1030.592986
67.377519,76,1036.652711
59.229777,82,1043.788398
60.90688,85,1050.637615
68.79905,67,1056.157839
77.766708,43,1060.758806
65.47483,73,1066.988235
77.301494,47,1071.924781
76.069187,47,1076.763008
69.0523,69,1082.35982
75.65029,51,1087.841663
76.503486,49,1092.861946
76.315303,47,1097.831405
69.291036,67,1103.720238
75.678594,48,1108.807843
75.978381,49,1113.899788
73.24777,59,1119.468912
64.712858,71,1125.172582
75.23795,49,1130.283823
59.020318,81,1137.342641
73.814395,60,1142.573203
74.362782,50,1147.723011
68.522432,68,1153.320009
