episode,reward,moving_average_reward,moving_average_window
1,-376.658033,-376.658033,19
2,-363.4443,-370.0511665,19
3,-377.300581,-372.467638,19
4,-137.474912,-313.7194565,19
5,-404.771347,-331.92983459999994,19
6,-292.310215,-325.3265646666666,19
7,-383.026763,-333.5694501428571,19
8,-392.456307,-340.93030724999994,19
9,-241.54864,-329.8878997777777,19
10,-341.73374,-331.0724838,19
11,-261.496899,-324.7474306363636,19
12,-335.826458,-325.67068291666664,19
13,-346.166153,-327.2472575384615,19
14,-307.165319,-325.8128333571428,19
15,-244.007484,-320.35914339999994,19
16,-300.895203,-319.14264712499994,19
17,-319.477114,-319.1623216470588,19
18,-364.472121,-321.6795327222222,19
19,-221.122333,-316.38704852631577,19
20,-259.350507,-310.21296821052636,19
21,-207.258518,-301.99266389473684,19
22,-271.146806,-296.40562310526315,19
23,-280.552058,-303.9359992105263,19
24,-132.263319,-289.59347142105264,19
25,-254.52096,-287.6045632631578,19
26,-164.460827,-276.1010929473684,19
27,-259.465172,-269.1015595263157,19
28,-258.743396,-270.0065466842105,19
29,9.955196,-251.49660268421053,19
30,-316.138734,-254.3724887368421,19
31,-141.236921,-244.13093415789479,19
32,-180.557791,-235.41470457894738,19
33,-164.878051,-227.92590100000004,19
34,-238.806809,-227.65218126315793,19
35,-231.493213,-223.99944494736846,19
36,-138.00508,-214.44828526315794,19
37,-122.959509,-201.73709515789477,19
38,-138.512833,-197.38922673684215,19
39,-107.3209,-189.38766847368427,19
40,-290.431951,-193.7652175789474,19
41,-77.946133,-183.5967611052632,19
42,-88.337894,-173.4802261578947,19
43,-142.615642,-174.02508526315788,19
44,-333.792687,-178.19728142105265,19
45,-340.214197,-187.4474587894737,19
46,-152.560365,-181.82089,19
47,-291.320576,-183.53547842105263,19
48,-95.105415,-189.0649842631579,19
49,-263.410499,-186.28981399999998,19
50,-251.028473,-192.0683167368421,19
51,-261.940946,-196.35164068421054,19
52,-235.890592,-200.08914284210528,19
53,-258.205956,-201.11015057894738,19
54,-138.726367,-196.22768500000004,19
55,-280.659283,-203.73580094736846,19
56,-233.134461,-209.53448263157898,19
57,-183.12864,-211.88268300000004,19
58,-104.374406,-211.72760436842108,19
59,-93.909282,-201.384306,19
60,-105.703501,-202.8452201052632,19
61,-122.737659,-204.6557340526316,19
62,-201.199822,-207.73911194736843,19
63,-71.682942,-193.9438622105263,19
64,-105.126552,-181.5708282631579,19
65,-173.085052,-182.65107494736841,19
66,-165.61947,-176.03522726315788,19
67,-128.365481,-177.78575705263157,19
68,-121.568416,-170.32038426315788,19
69,-205.793688,-167.93960610526315,19
70,-209.102593,-165.15864015789472,19
71,-105.536154,-158.2978802631579,19
72,-235.436104,-157.099467,19
73,-220.930763,-161.4260141578947,19
74,-248.422241,-159.72932773684207,19
75,-227.426184,-159.42889210526317,19
76,-177.7328,-159.14490052631578,19
77,-115.595365,-159.73547731578947,19
78,-217.626088,-166.24688815789474,19
79,-152.062291,-168.68682447368423,19
80,-232.510972,-174.4643672631579,19
81,-134.297997,-170.94321857894735,19
82,-281.143228,-181.96744415789476,19
83,-253.845052,-189.794733631579,19
84,-269.305297,-194.85895705263158,19
85,-107.385831,-191.79402868421053,19
86,-131.982824,-191.98441515789477,19
87,-120.145441,-191.90952173684212,19
88,-324.633957,-198.16427273684212,19
89,-127.384521,-193.8633215789474,19
90,-297.168275,-203.94922268421055,19
91,-359.590113,-210.48364421052634,19
92,-339.839965,-216.7420232631579,19
93,-163.052541,-212.24888115789474,19
94,-325.194151,-217.39456363157896,19
95,-155.250664,-216.21129331578945,19
96,-383.61143,-230.31740200000002,19
97,-304.018186,-234.86435452631582,19
