episode,timesteps,reward,status,recent_average_reward,recent_success_rate,distance_to_target,targets_reached,saved
1,293,-118.687639,success,-118.687639,1.0,0.09025929868221283,0,best_episode_model+best_average_model+best_success_model+best_precision_model
2,509,-47.183696,success,-82.9356675,1.0,0.09428290277719498,0,best_episode_model+best_average_model
4,1203,-189.607899,success,-134.45252225,1.0,0.08656777441501617,0,best_precision_model
6,1869,-48.396848,success,-141.41871116666667,1.0,0.082312673330307,0,best_precision_model
7,1917,62.869267,success,-112.23471428571428,1.0,0.08556502312421799,0,best_episode_model
8,1936,70.025711,success,-89.45216112499999,1.0,0.07141455262899399,0,best_episode_model+best_precision_model
9,1996,60.389141,success,-72.80312755555555,1.0,0.08429176360368729,0,best_average_model
11,2553,-112.684634,success,-80.48844881818181,1.0,0.06640169024467468,0,best_precision_model
12,2587,63.309865,success,-68.50525599999999,1.0,0.09968692064285278,0,best_average_model
14,3624,-263.028101,success,-100.22570585714286,1.0,0.06110260263085365,0,best_precision_model
19,5121,58.800698,success,-104.55830884210526,1.0,0.028365669772028923,0,best_precision_model
46,10843,10.867238,success,-65.22901595,0.95,0.09126774966716766,0,best_average_model
47,10904,53.871109,success,-59.85701205,0.95,0.07576549798250198,0,best_average_model
54,11918,68.578815,success,-27.677156650000008,1.0,0.0860966145992279,0,best_average_model
76,17394,80.349873,success,-134.65702729999998,0.8,0.09062562882900238,0,best_episode_model
