#{"t_start": 1780686308.330677, "env_id": "None"}
r,l,t
73.853946,23,4.758456
22.43029,122,13.230275
54.932016,53,18.4589
-16.37109,182,29.962812
58.112507,59,35.504131
35.761199,76,42.105757
44.487023,92,49.293392
-37.130099,205,62.007461
-140.233226,396,85.812914
-155.783808,410,109.753682
60.268841,57,115.189876
65.506744,50,119.914916
68.595823,47,124.817554
-7.683521,143,134.499676
10.559457,129,143.887561
-537.104895,800,188.884534
32.617874,90,196.027971
56.881794,55,201.444711
60.760167,79,207.558792
-39.671072,207,221.291565
68.932492,47,225.796132
-11.217247,172,237.101043
27.053906,128,246.575108
4.717515,130,255.760883
52.301054,79,262.364095
-535.067536,800,307.230434
