#{"t_start": 1780752549.6820202, "env_id": "None"}
r,l,t
212.013244,259,18.405598
-338.946429,700,58.633701
-154.325675,700,99.400699
-123.061177,700,139.865407
135.709429,378,163.428334
-160.29328,700,203.510453
24.858054,642,240.798869
-147.47252,700,281.365282
-269.95132,700,321.813838
-256.476723,700,362.520756
-153.635887,700,403.067866
-139.335904,700,443.292255
-272.365894,700,483.901691
-107.206241,700,524.343118
132.26718,440,551.326969
91.487246,499,581.322988
78.037037,515,612.348852
100.200484,492,642.107358
109.328934,445,669.503998
-85.630298,700,710.186249
110.820164,436,737.366805
100.547899,555,770.938307
-283.073943,700,811.764123
154.982276,370,835.024005
-139.438104,700,875.368526
256.786541,185,889.104325
206.946123,263,906.579165
178.040183,371,929.863058
244.744085,205,944.30182
216.312693,294,963.567035
228.745656,240,979.957476
173.010513,356,1002.19294
181.584281,279,1020.726815
255.094996,186,1034.225824
260.635825,172,1046.90786
124.965865,416,1072.512803
-140.995527,700,1113.180763
65.545793,583,1147.467685
164.832514,326,1168.031354
216.586892,286,1186.800297
250.513518,210,1201.294598
-136.334155,700,1241.72575
217.011928,288,1260.375782
232.641223,250,1277.467719
219.880534,237,1293.48198
-438.355213,700,1334.015984
245.145045,206,1348.475003
224.370845,230,1364.074264
231.041365,188,1377.982759
215.866998,255,1394.887176
207.764633,291,1414.031765
-344.380842,700,1454.248019
-154.195976,700,1494.650064
215.500853,296,1513.722351
-147.183419,700,1554.317181
-166.73515,700,1594.448966
-153.53276,700,1634.56214
-315.48257,700,1674.816427
219.956681,190,1688.301913
-149.272497,700,1728.409108
249.051797,191,1742.429355
-108.43562,700,1782.901685
-229.382939,700,1823.193539
222.419377,271,1840.759935
271.256164,105,1849.95123
153.745122,421,1875.683961
217.723398,252,1892.539389
238.288138,187,1905.911918
272.538991,145,1917.081865
236.582236,235,1933.229316
183.21323,312,1953.111505
122.022193,501,1982.952945
243.585534,216,1998.032866
120.838994,447,2025.030721
-155.373631,700,2065.213138
-166.219811,700,2105.64959
-232.930781,700,2146.368567
-9.631268,692,2186.329474
123.616819,452,2213.957805
-278.619057,700,2254.773938
-125.336328,700,2295.702906
