#{"t_start": 1780055925.464437, "env_id": "None"}
r,l,t
-282.650877,800,5.605176
-368.56778,800,10.520055
-527.265175,800,15.315892
-341.554626,800,20.214305
-614.274635,800,25.503604
-665.047848,800,32.506872
185.605248,411,38.300624
-296.240758,800,44.968797
-727.930046,800,50.665596
128.614228,515,55.357145
-286.254376,800,60.903956
-183.234529,800,66.13972
213.452805,441,70.196869
168.703064,606,73.986627
171.738712,539,78.288543
165.912982,468,82.903311
-562.04994,800,90.323457
131.035703,519,95.148165
-324.876545,800,101.458672
-604.710977,800,108.128199
191.000263,446,112.675242
208.449335,461,116.888555
172.665066,392,121.59552
217.275833,364,125.456969
212.026227,337,130.00521
174.55077,490,134.692753
175.75538,445,139.248297
164.312705,414,143.79091
212.164468,480,148.627268
158.964825,362,153.908133
144.81875,521,158.739703
162.861649,598,163.053695
294.061806,274,167.628075
125.449933,601,172.956774
129.155296,549,176.836714
179.727545,451,181.45994
161.400794,610,186.732876
-356.289933,800,192.108581
-709.667257,800,199.29167
136.279096,433,204.740975
93.380257,562,209.342746
-341.299597,800,215.647956
-364.980946,800,220.844666
-464.661797,800,225.987812
180.598021,453,230.729938
-374.209991,800,235.926422
170.179668,437,240.740403
-384.039935,800,245.947647
-420.867265,800,251.609161
-397.813059,800,255.962948
172.789297,473,260.239941
170.019377,572,264.482229
145.589376,603,267.915517
80.069376,643,272.028085
201.244431,375,275.570987
-640.643995,800,280.925754
-774.746355,800,285.336879
-319.92568,800,290.717961
114.244764,627,295.59135
194.267732,495,299.699905
207.740606,491,303.227623
196.830822,431,307.378047
188.41419,574,311.614285
163.263251,498,316.354774
188.386605,532,320.714869
192.272772,444,324.34371
140.514685,655,328.56706
221.787757,550,332.059557
225.359005,498,335.989955
-466.996349,800,340.172369
15.92148,570,344.315217
103.912956,736,348.720949
-356.745768,800,352.83919
119.781222,513,357.458239
183.323514,512,361.057923
-395.559419,800,365.82173
173.263487,522,369.297575
-568.761568,800,374.298119
185.935783,500,378.893641
163.963518,532,382.558891
235.921625,428,386.732746
142.453266,512,390.411083
336.559858,413,394.335868
178.923645,589,397.795771
116.967649,504,401.6372
135.19846,548,405.303361
139.084902,556,409.106508
78.927216,650,413.491508
219.96533,445,416.88435
175.924478,560,420.748548
-423.587323,800,425.116521
-533.269001,800,429.857781
-615.36188,800,433.822831
91.760074,649,437.880981
-425.200963,800,441.708153
131.127859,445,445.543388
-556.089679,800,449.760144
111.219765,546,453.72739
-412.91945,800,457.870072
-597.644577,800,461.998631
-525.348082,800,466.424537
133.234154,575,470.301083
78.35179,599,474.564417
146.704861,514,478.058861
175.057486,509,481.937782
-347.838591,800,486.43383
-375.083341,800,490.538775
206.409341,519,494.434751
-444.08896,800,499.025117
-435.819083,800,502.876812
-484.205881,800,507.580181
108.938657,542,511.53431
-662.374589,800,516.623291
