#{"t_start": 1780068978.9952137, "env_id": "None"}
r,l,t
-300.846152,800,4.984485
-786.808386,800,9.413877
-680.841248,800,13.048516
-912.478115,800,17.287064
-633.586272,800,21.450547
-461.479136,800,25.484913
-679.608389,800,29.963398
-614.540209,800,34.273813
-272.821084,800,38.669436
-280.314976,800,43.325278
-798.729013,800,47.656151
-247.461582,800,52.062699
-605.717513,800,56.60177
-407.398182,800,60.853399
-581.91957,800,65.192096
-442.822731,800,69.614591
-570.76881,800,74.517188
-263.876991,800,79.829396
-355.450095,800,83.7605
-570.52267,800,88.301886
-573.527462,800,92.675151
-794.912372,800,97.491395
-405.481008,800,102.033402
-1045.927642,800,106.458619
-635.407199,800,110.82664
-416.922982,800,115.235566
-414.362562,800,119.512032
-649.837364,800,124.13183
-962.57148,800,128.967359
-724.635726,800,134.030869
-1112.773798,800,138.792248
-784.406443,800,143.183835
-3.783798,702,147.858428
-330.444771,800,151.809173
-1042.209017,800,156.593706
-429.874196,800,161.167563
-258.544946,800,165.352597
290.343485,699,169.564927
-672.540683,800,174.075926
-376.667069,800,178.59344
-304.069719,800,182.474499
-534.329649,800,187.052634
-397.537961,800,191.82541
-427.628183,800,196.749052
-105.903201,800,200.621796
-309.845019,800,205.298435
-242.221067,800,210.059799
223.150981,741,213.688512
-259.988551,800,218.467746
-145.807236,800,222.431804
-376.208464,800,227.220793
-355.053049,800,231.260769
-371.04645,800,235.543425
-76.219378,800,239.460613
-460.34525,800,244.048364
-145.941606,800,247.862503
-738.326248,800,252.468219
-309.683662,800,256.71141
-301.860013,800,261.243239
-250.617767,800,265.490208
-69.318238,800,269.844764
-283.30339,800,274.301752
-174.04035,800,278.583938
-460.31509,800,283.331066
-588.70856,800,287.404954
-67.711371,800,291.447558
-423.201614,800,295.285646
-164.438624,800,299.426775
-452.120768,800,304.088726
-179.33927,800,307.798271
-804.254858,800,312.369233
-425.50734,800,317.089489
-571.518075,800,322.268442
-220.298378,800,326.700203
-120.875866,800,330.871087
-139.884921,800,335.329679
-162.931433,800,339.106215
-289.704687,800,343.685078
-207.986855,800,347.440255
-362.392615,800,352.115359
-81.919956,800,356.489395
-173.594629,800,360.739072
-373.965201,800,365.053117
-68.117617,800,369.120392
-310.586014,800,373.060091
-280.115072,800,377.285421
-353.440971,800,381.30275
-78.430218,800,385.483842
