#{"t_start": 1780044951.0344648, "env_id": "None"}
r,l,t
-50.55865,1,4.026022
-207.600484,800,8.389194
-313.633311,800,13.505618
-420.128258,800,17.856546
210.332972,412,22.000888
-464.870257,800,26.933144
174.534474,516,30.86434
-370.359234,800,35.948031
209.906083,489,39.512607
-759.924297,775,44.562241
-488.966758,800,49.453808
195.40418,669,53.672996
-660.595543,800,58.11512
-485.775342,800,62.50716
-442.592353,800,67.412398
-391.123416,800,72.119566
177.903135,587,75.712686
215.168596,595,79.640084
-231.848529,800,83.730951
201.473847,543,87.4227
194.03477,679,91.502394
253.387767,586,95.344383
-250.445727,800,99.918546
220.319661,635,103.756697
-203.921382,800,108.075194
-303.550872,800,112.588018
223.982045,577,116.333325
-237.546427,800,120.887059
-155.262933,800,124.683296
205.303304,574,128.49432
-368.793532,800,133.030711
230.145907,710,136.903875
-413.585567,800,142.72908
-153.95574,800,146.915481
-383.79425,800,150.764143
-188.704867,800,155.05102
-173.725155,800,158.834429
245.615681,613,162.604303
-316.327853,800,166.557529
-167.495007,800,171.047485
199.475853,677,174.948009
-168.75478,800,178.587918
-336.791983,800,182.955482
-156.908545,800,186.921947
-163.638955,800,190.986288
-235.70772,800,195.005889
206.117571,651,198.771261
-162.927359,800,202.422671
-267.226785,800,206.733597
-168.402466,800,210.962812
-184.491652,800,214.985717
-235.837425,800,219.490928
-149.607696,800,223.70119
-192.941699,800,227.740471
182.926562,529,231.709721
227.830834,576,235.379389
-311.485901,800,239.66621
196.386839,670,243.617979
215.981043,595,246.9213
239.7324,502,250.785131
171.393001,692,254.382418
297.682924,505,258.151663
199.159243,508,261.425224
214.370749,594,265.373083
186.591488,661,269.407125
237.469718,599,273.179614
214.37916,710,277.134139
188.272348,594,281.079296
204.041395,595,284.915324
205.881686,590,288.344552
226.817932,680,292.320881
