#{"t_start": 1780120857.9266737, "env_id": "None"}
r,l,t
74.926132,67,6.81769
76.043924,64,12.762751
82.334536,41,16.952416
32.155462,248,32.362073
27.913451,200,45.123104
78.691067,84,51.945351
84.524301,33,56.397479
5.526379,266,72.667632
-114.109525,400,95.793083
80.240677,73,102.163202
-148.862498,400,125.628255
84.960843,60,131.243257
30.902524,223,145.2147
33.068324,218,159.255088
76.425808,58,165.12229
80.510342,80,171.385167
64.243087,137,181.424399
87.111853,48,186.80097
80.396651,77,193.291872
47.77788,185,205.352823
87.054669,48,210.338254
33.964887,206,223.857727
82.118996,32,227.638827
79.59572,33,231.8999
82.167732,22,235.175012
83.759565,39,239.69807
70.603515,81,245.916035
81.583752,57,251.343171
24.657941,268,267.516827
78.828531,55,272.795598
-18.977055,342,293.022221
75.699879,42,297.789703
67.734176,121,306.231243
-16.285783,340,326.673725
38.165667,211,340.174372
80.478073,37,344.646241
84.037298,56,350.089715
72.47565,71,356.34312
37.118356,155,366.742065
74.32039,50,371.917665
78.432816,26,375.704299
79.584685,87,382.81482
88.699114,44,387.124354
36.470273,210,400.650613
64.64198,71,406.782285
86.953024,56,412.084766
82.960709,33,416.421543
86.970198,45,420.811221
67.085671,117,429.547663
66.111307,136,438.658021
39.735681,162,449.798749
59.408059,110,457.578925
89.03845,49,462.497608
78.899507,31,466.675567
80.901104,41,470.763622
89.134587,42,475.508922
86.455381,45,479.878556
82.644465,33,484.119956
82.919355,14,487.357392
86.652314,40,491.952353
87.364085,61,497.835051
75.453698,108,505.665906
71.973103,103,513.421293
71.616765,49,518.858498
85.147964,35,523.191375
79.57509,35,527.696065
47.930328,181,540.072079
79.388747,49,544.678691
87.384514,46,549.657559
77.319536,83,555.918009
86.349703,59,561.395289
82.933178,23,564.711064
85.311311,31,568.791097
81.585435,37,573.136069
60.470573,125,582.09902
83.739404,35,586.368004
45.953488,203,599.132338
82.810808,7,601.992612
87.16652,48,606.921141
83.214241,18,610.238733
61.185807,101,617.96282
66.914224,108,626.028182
87.42518,57,631.258365
90.496168,41,635.802328
82.866655,17,639.247732
86.819775,43,643.652028
77.586149,35,647.877902
79.07899,38,651.833671
88.696731,51,656.980785
88.029666,63,662.659411
76.32966,74,668.479841
75.993806,36,672.765586
83.017181,82,679.393571
82.96499,34,683.807551
45.952634,160,694.472311
81.76889,55,699.72128
83.069111,46,704.540595
80.558286,32,708.638789
40.715008,175,720.070566
82.872358,9,723.10136
94.592507,36,727.396395
27.580346,281,744.350356
77.534103,57,749.943697
69.530244,81,756.617602
86.604326,61,762.079162
83.474109,48,767.059301
82.134688,33,770.809256
80.854111,78,777.458828
78.59474,42,781.77755
55.914952,114,790.194326
88.545666,32,793.994261
72.351881,61,799.515461
84.300737,31,803.686773
45.743948,148,813.778708
84.654686,35,818.199359
66.683465,79,824.771803
84.929402,24,828.075745
89.976857,47,832.944479
81.739367,36,837.227223
78.133301,39,841.812916
81.615745,56,847.129251
87.957443,26,851.039665
77.638175,36,855.404822
90.667983,49,860.128529
91.974798,40,864.998558
83.978084,25,868.75031
88.277532,35,873.124659
72.55222,58,878.574937
86.946197,48,883.488449
86.185126,60,889.113749
70.648928,123,898.086147
87.832058,31,902.236255
76.394546,28,906.298285
89.785635,39,910.467309
88.848309,54,915.950373
80.2401,76,922.282615
84.102896,16,925.626186
83.557203,36,929.887776
80.187999,35,933.85961
77.764385,27,937.734274
84.439081,21,941.204066
89.790495,49,946.24023
73.252172,73,952.512696
83.875709,34,956.635014
86.572878,63,962.525026
87.034342,56,967.62294
81.903733,49,973.659451
88.475788,52,978.896
78.606484,43,983.693972
57.207374,137,993.382094
77.123214,39,997.981226
73.580271,42,1002.421058
80.289601,21,1006.084165
83.775718,15,1009.239162
86.053378,51,1014.478765
87.565187,30,1018.11616
84.085511,26,1021.959103
81.048688,26,1026.194383
84.460421,25,1029.580541
66.672218,121,1038.508767
46.607637,181,1049.972892
85.555311,41,1054.847724
82.827095,8,1057.533966
89.087372,32,1061.711517
86.729521,64,1067.585726
90.016567,32,1072.034753
82.367779,8,1074.976315
83.638929,29,1079.053623
76.900107,35,1084.00452
69.479502,101,1092.067179
82.532677,10,1094.873169
82.912215,18,1098.805286
90.578305,37,1103.292671
89.16439,46,1108.194222
83.267724,38,1112.622578
81.212526,20,1115.697399
88.253751,41,1120.4518
89.42539,36,1124.762738
86.085442,61,1130.527821
78.387344,25,1133.907577
86.610535,35,1138.693576
79.312628,88,1145.668773
90.218096,37,1150.059198
82.792421,14,1153.439364
89.764623,30,1156.991966
71.744872,100,1164.746159
82.271008,14,1167.453151
82.242668,34,1171.755314
76.764021,87,1178.760418
31.440635,189,1191.377217
81.3268,21,1194.906537
85.72207,66,1200.43779
87.845434,28,1204.341289
76.391922,85,1210.948107
84.500379,69,1216.96655
78.286268,42,1221.691148
82.374098,17,1224.555414
85.699613,64,1230.47822
82.658089,42,1235.037394
83.561998,28,1238.958421
88.624214,36,1242.93397
87.585194,30,1246.974721
87.361707,27,1250.803972
90.235921,37,1255.118767
80.601601,42,1259.928126
84.155389,54,1265.198158
86.767274,33,1269.055619
82.922952,7,1272.02636
73.44573,77,1278.436404
82.142829,51,1283.591072
89.402443,34,1287.743093
81.733923,13,1290.99511
91.138585,33,1295.025537
87.8113,25,1298.805052
84.442286,22,1302.512237
77.938441,43,1307.198802
85.227905,21,1310.725682
66.882836,127,1319.879952
78.202986,42,1324.086321
69.936832,114,1332.444845
76.89105,32,1336.481016
86.595585,28,1340.367317
86.720339,31,1344.605545
82.756512,58,1350.166773
79.691509,63,1356.022545
79.167154,38,1360.439757
85.137249,43,1365.563596
89.958576,35,1369.41879
82.623944,26,1373.327997
82.344688,12,1376.726099
89.196846,43,1381.451921
75.329456,32,1385.623658
82.356537,34,1389.886879
89.828436,33,1394.165051
85.112277,58,1399.170337
87.447639,63,1405.168318
83.276902,34,1408.993791
82.07618,12,1412.147444
82.894839,26,1415.478574
88.484179,44,1420.362665
90.657515,42,1424.6364
65.909974,139,1434.602772
90.725612,38,1438.735007
68.512892,112,1447.139367
82.726314,14,1450.583764
