#{"t_start": 1780732230.1506226, "env_id": "None"}
r,l,t
-265.699622,300,18.710155
65.628323,24,22.388583
-89.936098,199,35.247741
-381.94199,300,52.886057
-443.399515,300,71.006472
74.964038,13,74.039321
-278.857599,300,91.450633
-431.179548,300,109.63189
72.998166,15,112.78734
-424.753616,300,130.56749
68.583341,20,134.169797
73.430463,14,137.291058
73.254324,15,140.580843
72.800224,17,143.537256
75.287218,11,146.663986
-664.463213,300,164.58286
65.966936,24,168.238696
-306.561937,300,186.373142
76.002003,11,189.298781
-375.58804,300,207.234646
54.664979,35,211.707243
-298.406665,300,229.561216
71.163046,20,232.99494
71.111486,18,236.33712
71.77357,16,239.289207
72.322278,15,242.483497
30.999833,70,248.564131
-489.076235,300,266.716782
60.058009,32,270.530043
72.183231,16,273.746357
72.611078,15,276.538525
77.738488,10,279.527724
66.18687,24,283.290152
68.533731,19,286.666313
74.128146,14,289.455795
69.923268,20,293.002318
74.248183,14,296.139229
-486.149948,300,314.386371
76.359552,11,317.48833
70.877558,15,320.740315
-521.214741,300,338.573859
74.816034,13,341.763763
76.261099,11,344.696275
74.004664,14,347.490311
70.734968,17,350.884135
60.98121,30,354.794837
74.038701,15,358.065066
76.002167,13,360.808224
74.410455,13,363.857993
70.637507,16,367.062077
72.20881,15,369.850421
70.872285,18,373.259558
68.773368,22,376.524988
71.734565,18,379.960717
75.338829,12,383.089345
71.815922,17,386.392512
76.457235,11,389.327748
75.109222,12,392.423189
-510.108215,300,410.199685
51.696559,43,414.933538
76.380065,10,417.86601
73.899317,14,421.106613
75.780893,11,424.198931
65.461369,26,428.010739
-571.645174,300,445.986382
72.647663,15,448.772693
74.731744,13,451.912116
78.542543,7,454.927296
72.58379,16,458.144078
73.216459,15,461.332062
73.050807,16,464.22623
72.018405,18,467.56465
-500.578232,300,485.548504
-567.123883,300,503.688495
59.251759,32,507.486083
74.193369,12,510.490758
73.004779,15,513.691917
72.866809,15,516.93411
75.185124,11,519.970919
51.155812,41,524.575332
74.254114,13,527.76645
69.162671,19,531.113744
63.679413,25,534.864013
73.872912,14,538.135302
70.46014,18,541.202022
73.944732,14,544.428393
65.311704,25,547.832116
75.453536,11,550.945528
