#{"t_start": 1780686639.365022, "env_id": "None"}
r,l,t
61.933765,48,6.414885
57.694062,44,11.122683
47.386888,53,15.988533
50.388788,62,21.681672
66.851607,42,25.888718
-218.845537,406,49.829274
-236.647994,468,76.489885
52.428769,52,81.6601
59.654701,43,86.443071
64.238698,50,91.444859
46.203122,59,96.973115
-100.494596,298,115.126815
-93.199359,238,129.620895
-196.47472,387,152.53775
9.914832,94,159.909041
-42.920164,174,170.920316
-222.571572,410,194.979942
-21.260927,186,207.012741
69.420869,21,210.594642
57.829666,51,215.609219
-119.027929,329,234.692601
-76.600026,210,248.289255
60.509648,53,253.110752
-181.739438,319,272.531266
-95.137519,238,287.245935
-37.296648,135,296.376643
57.093309,60,301.979155
47.340849,59,307.55787
77.177343,28,311.326332
-252.140813,395,334.352327
54.321209,56,339.807699
-621.489148,800,384.069392
-68.073475,224,398.150607
-664.618272,800,442.406294
45.663923,60,448.077875
-638.956272,800,492.03933
69.379537,45,496.894454
