episode,reward,moving_average_reward,moving_average_window
1,-1391.103638,-1391.103638,6
2,-1774.852572,-1582.9781050000001,6
3,-2126.923275,-1764.2931616666667,6
4,-1387.418066,-1670.0743877500001,6
5,-2044.862902,-1745.0320906000002,6
6,-100.401231,-1470.9269473333334,6
7,-2729.951645,-1694.0682818333335,6
8,-1600.391173,-1664.9913820000002,6
9,-2681.674675,-1757.4499486666666,6
10,-1709.921483,-1811.2005181666666,6
11,-1738.090027,-1760.071705666667,6
12,-1331.940182,-1965.3281975000002,6
13,-1167.61796,-1704.9392500000001,6
14,-1618.793872,-1708.0063665,6
15,-1336.604531,-1483.8280091666668,6
16,-1949.536874,-1523.7639076666667,6
17,-1401.4994,-1467.6654698333334,6
18,-983.947013,-1409.6666083333332,6
19,-1180.312582,-1411.7823786666668,6
20,-2490.125985,-1557.0043975,6
21,-1705.341437,-1618.4605485,6
22,-1441.861027,-1533.8479073333335,6
23,-1447.505694,-1541.515623,6
24,-2218.317384,-1747.2440181666668,6
25,52.568158,-1541.7638948333333,6
26,-1293.940791,-1342.3996958333332,6
27,-1625.264894,-1329.0536053333333,6
28,-1490.03338,-1337.0823308333333,6
29,-1306.135485,-1313.5206293333333,6
30,-1212.351247,-1145.8596065,6
31,-1605.022249,-1422.1246743333331,6
32,-1281.359319,-1420.0277623333332,6
33,-1012.483139,-1317.8974698333334,6
34,-1268.615322,-1280.9944601666668,6
