#{"t_start": 1780071886.5788658, "env_id": "None"}
r,l,t
-1391.103638,1500,6.386325
-1774.852572,1500,12.394994
-2126.923275,1500,18.455302
-1387.418066,1500,24.035984
-2044.862902,1500,30.262851
-100.401231,934,34.947645
-2729.951645,1500,41.199295
-1600.391173,1500,46.805761
-2681.674675,1500,52.898696
-1709.921483,1500,58.408655
-1738.090027,1500,64.403987
-1331.940182,1500,70.366158
-1167.61796,1500,75.931896
-1618.793872,1500,81.771268
-1336.604531,1500,87.248881
-1949.536874,1500,93.294047
-1401.4994,1500,98.867748
-983.947013,1500,104.783699
-1180.312582,1500,110.666721
-2490.125985,1500,116.687636
-1705.341437,1500,122.150899
-1441.861027,1500,127.927433
-1447.505694,1500,133.368851
-2218.317384,1500,139.151074
52.568158,853,143.405338
-1293.940791,1500,149.371559
-1625.264894,1500,154.989388
-1490.03338,1500,160.798705
-1306.135485,1500,166.528409
-1212.351247,1500,172.655423
-1605.022249,1500,178.235886
-1281.359319,1500,184.374327
-1012.483139,1500,190.322528
-1268.615322,1500,196.385453
