#{"t_start": 1780741974.7488725, "env_id": "None"}
r,l,t
-156.874861,300,19.12202
-182.245015,300,37.719652
70.849059,42,42.342723
74.591726,39,46.452109
-165.955428,300,64.527384
-150.059096,300,82.555469
-194.814586,300,100.9921
77.500502,19,104.539166
-150.815119,300,122.651817
-179.536821,300,141.099798
-156.812873,300,158.845663
-159.532926,300,177.329333
-156.279094,300,195.679398
-168.226902,300,213.236284
73.676333,25,216.896162
78.597449,15,219.625645
-163.334404,300,237.99631
-168.014898,300,255.544012
-182.496192,300,273.970368
-183.73707,300,292.265782
76.955144,24,295.487192
-171.88969,300,313.448327
-164.412725,300,331.440211
75.617082,49,336.425431
72.955587,40,341.001071
68.742938,63,346.24412
-161.343634,300,364.596924
74.847601,27,368.543985
-163.009826,300,386.222533
58.54163,56,391.624326
74.369665,37,395.680548
76.155078,40,400.633955
-160.490032,300,418.675161
-180.176219,300,437.091793
72.896022,38,441.394363
-166.833148,300,459.417152
43.484082,93,466.915082
71.589186,45,471.774289
-171.856426,300,489.844485
35.777459,114,498.312213
60.702838,70,504.431533
71.044239,56,509.813685
69.286661,64,515.280575
79.293487,12,518.452878
75.910637,37,522.393459
-154.259361,300,540.785186
65.63773,53,545.564592
-162.433132,300,563.651827
22.937598,137,573.255917
-172.199844,300,591.123325
-149.183261,300,609.458471
70.945136,45,613.933939
58.473909,72,620.209814
40.320346,100,627.91973
-152.059137,300,645.986377
77.884071,19,649.494103
-149.907733,300,667.625741
-28.633376,247,682.966188
-0.014857,179,694.707731
78.309156,15,698.038958
65.565807,71,703.822366
68.005039,69,709.779985
-144.346844,300,727.845543
68.051227,46,732.747493
6.344496,181,744.263914
68.201302,40,749.104819
59.537566,71,755.278764
-161.559072,300,773.253289
56.938493,68,778.868528
53.061046,84,786.207736
-147.204699,300,804.213104
-3.316169,209,817.446838
62.030429,75,823.880298
5.233172,183,835.69994
37.364475,124,844.524958
35.448986,107,852.512547
-33.087337,261,868.382899
58.181129,95,875.633076
70.566046,42,880.158664
45.521425,92,887.384516
29.232645,129,896.389713
1.927482,190,908.526819
58.998741,74,914.41063
56.39501,76,920.817406
66.996964,41,925.072569
28.019486,132,934.475483
47.763397,119,942.988621
11.300277,179,954.732177
44.263246,113,962.907621
46.356006,117,971.313618
42.182346,104,978.717524
59.493857,73,984.970419
55.028922,95,992.34425
57.819362,76,998.618403
59.676319,65,1004.380605
72.995213,35,1008.623282
51.26197,97,1016.055299
49.356826,102,1023.785794
75.811508,22,1027.311769
51.907062,94,1034.659135
43.566742,108,1042.25522
48.614538,99,1050.104236
42.933237,119,1058.33351
-9.205266,218,1072.082617
41.627638,101,1079.733387
58.868384,56,1085.46267
34.400921,139,1094.641626
73.487855,36,1098.98357
47.454188,97,1106.002779
72.12953,30,1109.97281
56.081175,77,1116.088732
64.82974,50,1121.131012
59.748876,71,1127.616043
52.459297,74,1133.520671
50.417271,96,1140.907058
-3.227536,201,1153.777622
77.25034,21,1157.348848
55.439765,81,1164.225543
52.953744,74,1170.210386
54.768683,81,1176.821534
58.262371,64,1182.207465
53.608121,72,1188.492643
70.960863,32,1192.278278
58.902203,78,1198.709989
52.855807,76,1204.668401
54.480233,72,1211.185964
42.038076,105,1218.720877
71.900452,39,1223.173687
29.75521,126,1231.721251
51.107934,95,1239.175156
35.967803,128,1248.624642
36.198334,98,1256.244057
21.987926,158,1266.808769
36.18939,128,1275.927906
67.234396,46,1280.74617
45.498271,102,1288.365941
39.087998,121,1297.117073
31.633609,119,1305.667094
29.553859,123,1314.529368
72.703801,28,1318.073597
52.299663,76,1324.407372
42.42388,97,1331.882781
59.383163,74,1338.235291
61.626751,67,1344.118623
61.796846,55,1349.340864
-25.571686,240,1364.079268
64.108462,49,1369.162959
67.2387,47,1374.111301
65.11393,50,1379.112259
61.198003,73,1384.976688
74.952759,24,1388.700261
63.720103,70,1394.720873
70.650795,38,1399.125033
