#{"t_start": 1780074839.43695, "env_id": "None"}
r,l,t
-324.890104,800,4.645842
-369.555376,800,9.198591
-349.309713,800,12.843074
-414.339448,800,17.136719
-316.846674,800,20.962142
-361.162065,800,25.203968
-303.046963,800,29.075635
-322.618052,800,33.555024
-390.246698,800,39.14325
-321.440156,800,42.90877
-310.069391,800,47.246395
-319.319915,800,51.541487
-298.455827,800,55.538498
-295.826999,800,59.637129
-362.819272,800,64.084561
-378.797349,800,67.7349
-291.677267,800,72.10029
-110.197845,539,75.448196
-286.393659,800,79.863075
-316.601633,800,83.986985
-338.207013,800,87.840225
-340.005153,800,91.788898
-350.1528,800,96.171616
-330.660553,800,99.822673
-288.513702,800,104.218459
-272.355838,800,108.27257
-326.407364,800,112.379174
-379.157233,800,116.780302
-309.105664,800,120.815311
-305.444664,800,125.190133
-359.286928,800,128.694972
-283.083281,800,133.013194
-380.593935,800,137.119393
-388.610758,800,141.392378
-314.53518,800,145.459615
-340.250354,800,149.477106
-413.807471,800,153.798547
-390.777607,800,158.32756
