episode,reward,moving_average_reward,moving_average_window
1,-755.407647,-755.407647,20
2,-784.855351,-770.1314990000001,20
3,-737.983542,-759.4155133333334,20
4,-775.875939,-763.53061975,20
5,-176.912777,-646.2070512,20
6,-738.203764,-661.5398366666667,20
7,-725.927375,-670.7380564285714,20
8,-339.105441,-629.2839795,20
9,-749.770368,-642.671356,20
10,-145.277933,-592.9320137,20
11,-726.107871,-605.0389098181818,20
12,-129.574458,-565.4168721666666,20
13,-53.418032,-526.032346,20
14,-307.395567,-510.41543321428566,20
15,-143.747221,-485.97088573333326,20
16,-114.100838,-462.72900774999994,20
17,-716.543119,-477.65924958823524,20
18,-719.495679,-491.0946067777777,20
19,-690.304198,-501.5793221052631,20
20,-226.835246,-487.8421182999999,20
21,-168.924387,-458.5179552999999,20
22,-184.585367,-428.50445609999997,20
23,-442.270783,-413.7188181499999,20
24,-171.566049,-383.50332364999997,20
25,-63.339403,-377.82465494999997,20
26,-492.583406,-365.5436370499999,20
27,-160.690293,-337.2817829499999,20
28,-590.833536,-349.86818769999996,20
29,-699.182339,-347.33878625,20
30,-523.849817,-366.26738045,20
31,-711.821878,-365.5530808,20
32,-288.859554,-373.51733559999997,20
33,-994.868959,-420.58988194999995,20
34,-160.306358,-413.23542150000003,20
35,-11.507206,-406.62342075000004,20
36,-327.379391,-417.28734840000004,20
37,-184.539306,-390.68715775,20
38,-236.202285,-366.52248805,20
39,-557.626759,-359.8886161,20
40,-723.080869,-384.70089725,20
41,-203.436307,-386.42649325,20
42,-716.073233,-413.00088655,20
43,-289.246497,-405.34967225,20
44,-288.972487,-411.21999415,20
45,-716.444061,-443.87522705000003,20
46,-648.596912,-451.67590235000006,20
47,-171.367561,-452.20976575000003,20
48,-184.123916,-431.87428474999996,20
49,-171.934193,-405.51187745000004,20
50,-161.30777,-387.3847751,20
51,-203.072133,-361.94728784999995,20
52,-67.717098,-350.89016505000006,20
53,-231.485347,-312.72098444999995,20
54,-673.718774,-338.39160525,20
55,-251.373983,-350.3849441,20
56,-159.79009,-342.0054790500001,20
57,-171.699523,-341.36348990000005,20
58,-293.735279,-344.24013960000013,20
59,-683.053842,-350.5114937500001,20
60,-268.15705,-327.7653028000001,20
61,-231.283416,-329.15765825000005,20
62,-666.946143,-326.70130374999997,20
63,-178.80368,-321.1791629,20
64,-703.109374,-341.88600725000003,20
65,-675.706416,-339.849125,20
66,-689.412554,-341.88990709999996,20
67,-241.32746,-345.38790205,20
68,-370.256409,-354.6945267,20
69,-187.102474,-355.45294075,20
70,-640.27444,-379.40127425000003,20
71,-628.980657,-400.69670045000004,20
72,-271.093152,-410.86550314999994,20
73,-746.583228,-436.6203972,20
74,-220.30772,-413.9498445000001,20
75,-735.807767,-438.17153370000005,20
76,-158.984501,-438.1312542500001,20
77,-493.245029,-454.20852955,20
78,-266.289481,-452.83623965000004,20
79,-695.007602,-453.43392765,20
80,-715.932241,-475.8226872,20
81,-571.546247,-492.83582875,20
82,-359.357019,-477.4563725499999,20
83,-189.750421,-478.0037096,20
84,-171.101252,-451.40330349999994,20
85,-181.725038,-426.7042346,20
86,-319.478496,-408.20753169999995,20
87,-367.675932,-414.5249552999999,20
88,-98.55735,-400.94000234999993,20
89,-92.868118,-396.22828455,20
90,-239.183407,-376.17373290000006,20
91,-174.225233,-353.43596170000006,20
92,-422.924585,-361.02753335,20
93,-218.708112,-334.63377755,20
94,-568.748915,-352.0558373,20
95,-268.226278,-328.67676285000005,20
96,-683.899665,-354.92252105,20
97,-649.52617,-362.73657810000003,20
98,-619.156994,-380.37995375,20
99,-175.736906,-354.41641895000004,20
100,-609.409271,-349.09027044999993,20
101,-261.981791,-333.61204765,20
102,-609.681388,-346.12826609999996,20
103,-635.132374,-368.39736374999995,20
104,-258.966431,-372.7906227,20
105,-300.382403,-378.7234909499999,20
106,-387.116343,-382.10538329999997,20
107,-210.700933,-374.25663334999996,20
108,-206.316165,-379.6445741,20
109,-182.77603,-384.1399697,20
110,-617.347408,-403.04816974999994,20
111,-212.405281,-404.95717215,20
