episode,timesteps,window,moving_average_reward,best_moving_average_reward,episodes_since_improvement,stopped
50,27765,50,-420.04726495999995,-420.04726495999995,0,0
51,27898,50,-409.00055468,-409.00055468,0,0
52,28217,50,-394.65778962,-394.65778962,0,0
53,28350,50,-384.52782572,-384.52782572,0,0
54,29350,50,-382.4846824200001,-382.4846824200001,0,0
55,29550,50,-383.9739065400001,-382.4846824200001,1,0
56,29629,50,-372.40563306,-372.40563306,0,0
57,30054,50,-361.32107601999996,-361.32107601999996,0,0
58,30186,50,-360.4136727799999,-361.32107601999996,1,0
59,31186,50,-359.0793422599999,-359.0793422599999,0,0
60,31372,50,-361.53692459999996,-359.0793422599999,1,0
61,31502,50,-351.64043549999997,-351.64043549999997,0,0
62,32502,50,-362.3878692,-351.64043549999997,1,0
63,32592,50,-364.89558216,-351.64043549999997,2,0
64,33592,50,-372.8098583,-351.64043549999997,3,0
65,34592,50,-383.44904219999995,-351.64043549999997,4,0
66,35592,50,-394.95527651999987,-351.64043549999997,5,0
67,35736,50,-385.4509633399999,-351.64043549999997,6,0
68,36520,50,-378.4661779399999,-351.64043549999997,7,0
69,36623,50,-368.40214345999993,-351.64043549999997,8,0
70,37623,50,-376.67092734,-351.64043549999997,9,0
71,38623,50,-385.8720527399999,-351.64043549999997,10,0
72,38777,50,-387.60220843999997,-351.64043549999997,11,0
73,39777,50,-393.68845733999996,-351.64043549999997,12,0
74,39905,50,-394.66329076,-351.64043549999997,13,0
75,40905,50,-408.1126580399999,-351.64043549999997,14,0
76,41006,50,-401.44067994,-351.64043549999997,15,0
77,41299,50,-408.09177466,-351.64043549999997,16,0
78,41517,50,-401.60089356,-351.64043549999997,17,0
79,42517,50,-401.5173988199999,-351.64043549999997,18,0
80,43517,50,-405.35904729999993,-351.64043549999997,19,0
81,44517,50,-402.55353467999987,-351.64043549999997,20,0
82,45232,50,-403.96348397999986,-351.64043549999997,21,0
83,45383,50,-387.86111322,-351.64043549999997,22,0
84,45496,50,-388.0770111,-351.64043549999997,23,0
85,45600,50,-391.48136774,-351.64043549999997,24,0
86,45805,50,-391.32334984,-351.64043549999997,25,0
87,46081,50,-394.98608235999995,-351.64043549999997,26,0
88,46451,50,-392.2331836599999,-351.64043549999997,27,0
89,46842,50,-382.9380108399999,-351.64043549999997,28,0
90,47042,50,-373.2600616,-351.64043549999997,29,0
91,47119,50,-372.6758401199999,-351.64043549999997,30,0
92,47398,50,-366.81286715999994,-351.64043549999997,31,0
93,47577,50,-365.40209945999993,-351.64043549999997,32,0
94,48139,50,-370.99762802,-351.64043549999997,33,0
95,48370,50,-362.03327235999996,-351.64043549999997,34,0
96,49370,50,-362.73932742,-351.64043549999997,35,0
97,50370,50,-372.30249960000003,-351.64043549999997,36,0
98,51370,50,-381.00316116,-351.64043549999997,37,0
99,51507,50,-381.07921541999997,-351.64043549999997,38,0
100,52507,50,-390.04124544,-351.64043549999997,39,0
101,52714,50,-391.2194386,-351.64043549999997,40,0
102,53714,50,-402.0587244,-351.64043549999997,41,0
103,54714,50,-410.13166494000006,-351.64043549999997,42,0
104,54945,50,-401.8366180800001,-351.64043549999997,43,0
105,55115,50,-402.8167864800001,-351.64043549999997,44,0
106,55930,50,-407.36331154000004,-351.64043549999997,45,0
107,56112,50,-408.14333974,-351.64043549999997,46,0
108,56686,50,-406.39495746000006,-351.64043549999997,47,0
109,57137,50,-396.3894012200001,-351.64043549999997,48,0
110,58137,50,-403.37320838000016,-351.64043549999997,49,0
111,58344,50,-402.99564568000017,-351.64043549999997,50,1
